measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2019-03-01,29.576,361.0,361.0,31147.776,380403.0,380403.0
2019-04-01,27.858,337.0,337.0,35275.046,430809.0,430809.0
2019-05-01,20.428,250.0,250.0,39448.179,481775.0,481775.0
2019-06-01,25.197,308.0,308.0,42661.518,521019.0,521019.0
2019-07-01,7.678,93.0,93.0,46654.067,569779.0,569779.0
2019-08-01,16.685,204.0,204.0,48949.274,597811.0,597811.0
2019-09-01,21.943,268.0,268.0,45241.803,552531.0,552531.0
2019-10-01,21.542,262.0,262.0,41074.665,501639.0,501639.0
2019-11-01,25.53,314.0,314.0,41044.615,501272.0,501272.0
2019-12-01,25.319,308.0,308.0,41993.901,512866.0,512866.0
2020-01-01,29.755,361.0,361.0,39934.812,486619.0,486619.0
2020-02-01,22.032,268.0,268.0,44444.045,541566.0,541566.0
2020-03-01,17.572,215.0,215.0,35524.979,432883.0,432883.0
2020-04-01,8.342,99.0,99.0,33317.381,405983.0,405983.0
2020-05-01,13.203,163.0,163.0,43672.42,532163.0,532163.0
2020-06-01,41.369,506.0,506.0,49309.626,600854.0,600854.0
2020-07-01,31.843,390.0,390.0,52330.577,637665.0,637665.0
2020-08-01,16.727,204.0,204.0,51060.619,622190.0,622190.0
2020-09-01,19.128,233.0,233.0,39438.56,480572.0,480572.0
2020-10-01,22.169,268.0,268.0,38147.317,464838.0,464838.0
2020-11-01,21.891,268.0,268.0,40278.928,490811.0,490811.0
2020-12-01,21.391,262.0,262.0,44321.314,540070.0,540070.0
2021-01-01,207.218,2548.0,2548.0,16454.983,202288.0,202288.0
2021-02-01,153.089,1885.0,1885.0,11526.997,141706.0,141706.0
2021-03-01,88.401,1088.0,1088.0,12023.355,147808.0,147808.0
2021-04-01,154.597,1902.0,1902.0,13969.392,171732.0,171732.0
2021-05-01,177.424,2181.0,2181.0,14260.912,175315.0,175315.0
2021-06-01,76.05,937.0,937.0,16390.427,201495.0,201495.0
2021-07-01,182.666,2245.0,2245.0,17123.536,210507.0,210507.0
2021-08-01,183.792,2257.0,2257.0,17508.325,215238.0,215238.0
2021-09-01,187.952,2309.0,2309.0,14613.398,179648.0,179648.0
2021-10-01,119.713,1472.0,1472.0,15178.544,186597.0,186597.0
2021-11-01,119.926,1472.0,1472.0,16777.407,206252.0,206252.0
2021-12-01,242.835,2984.0,2984.0,17490.061,215014.0,215014.0
2022-01-01,206.042,2327.0,2327.0,26988.748,305144.0,305144.0
2022-02-01,140.508,1588.0,1588.0,22363.786,252854.0,252854.0
2022-03-01,200.475,2269.0,2269.0,21242.555,240176.0,240176.0
2022-04-01,217.206,2455.0,2455.0,20725.742,234333.0,234333.0
2022-05-01,244.338,2763.0,2763.0,26250.778,296802.0,296802.0
2022-06-01,301.476,3409.0,3409.0,30722.584,347361.0,347361.0
2022-07-01,280.481,3170.0,3170.0,32029.909,362142.0,362142.0
2022-08-01,207.28,2344.0,2344.0,31786.365,359389.0,359389.0
2022-09-01,243.314,2751.0,2751.0,27977.402,316323.0,316323.0
2022-10-01,228.192,2583.0,2583.0,23185.763,262147.0,262147.0
2022-11-01,273.735,3095.0,3095.0,24357.484,275395.0,275395.0
2022-12-01,319.051,3607.0,3607.0,25770.786,291375.0,291375.0
2023-01-01,391.51,4770.0,4770.0,20233.565,247235.0,247235.0
2023-02-01,318.296,3892.0,3892.0,19365.698,236632.0,236632.0
2023-03-01,340.692,4165.0,4165.0,18693.299,228415.0,228415.0
2023-04-01,233.646,2856.0,2856.0,16881.607,206278.0,206278.0
2023-05-01,199.918,2443.0,2443.0,21724.589,265455.0,265455.0
2023-06-01,202.716,2478.0,2478.0,22404.741,273766.0,273766.0
2023-07-01,157.697,1925.0,1925.0,22613.869,276321.0,276321.0
2023-08-01,189.762,2321.0,2321.0,22962.325,280579.0,280579.0
2023-09-01,176.034,2152.0,2152.0,21648.479,264525.0,264525.0
2023-10-01,235.057,2874.0,2874.0,16671.973,203716.0,203716.0
2023-11-01,313.188,3828.0,3828.0,16342.617,199692.0,199692.0
2023-12-01,337.764,4130.0,4130.0,20172.958,246495.0,246495.0
2024-01-01,1861.32,22715.0,22715.0,19572.683,238918.0,238918.0
2024-02-01,1088.897,13292.0,13292.0,16930.817,206667.0,206667.0
2024-03-01,838.187,10232.0,10232.0,13837.096,168904.0,168904.0
2024-04-01,1889.481,23064.0,23064.0,13699.849,167228.0,167228.0
2024-05-01,1201.882,14670.0,14670.0,16640.782,203127.0,203127.0
2024-06-01,1181.024,14415.0,14415.0,18573.858,226723.0,226723.0
2024-07-01,1043.019,12733.0,12733.0,22155.262,270440.0,270440.0
2024-08-01,1520.44,18562.0,18562.0,22043.601,269077.0,269077.0
2024-09-01,1090.156,13309.0,13309.0,17887.877,218350.0,218350.0
2024-10-01,1516.941,18516.0,18516.0,16890.168,206171.0,206171.0
2024-11-01,1652.483,20173.0,20173.0,16066.329,196115.0,196115.0
2024-12-01,2593.976,31662.0,31662.0,17591.872,214737.0,214737.0
