measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2013-06-01,0.0,0.0,0.0,506.472,6986.0,6986.0
2013-07-01,0.0,0.0,0.0,721.821,9955.0,9955.0
2013-08-01,0.0,0.0,0.0,635.457,8764.0,8764.0
2013-09-01,0.0,0.0,0.0,381.42,5260.0,5260.0
2013-10-01,0.0,0.0,0.0,422.511,5828.0,5828.0
2013-11-01,0.0,0.0,0.0,411.431,5674.0,5674.0
2013-12-01,0.0,0.0,0.0,484.226,6679.0,6679.0
2014-01-01,0.0,0.0,0.0,900.448,11113.0,11113.0
2014-02-01,0.0,0.0,0.0,842.625,10399.0,10399.0
2014-03-01,0.0,0.0,0.0,651.439,8039.0,8039.0
2014-04-01,0.0,0.0,0.0,605.7,7475.0,7475.0
2014-05-01,0.0,0.0,0.0,634.273,7827.0,7827.0
2014-06-01,0.0,0.0,0.0,658.628,8129.0,8129.0
2014-07-01,0.0,0.0,0.0,420.163,5186.0,5186.0
2014-08-01,0.0,0.0,0.0,688.252,8494.0,8494.0
2014-09-01,0.0,0.0,0.0,561.262,6926.0,6926.0
2014-10-01,0.0,0.0,0.0,621.346,7669.0,7669.0
2014-11-01,0.0,0.0,0.0,507.722,6266.0,6266.0
2014-12-01,0.0,0.0,0.0,685.142,8455.0,8455.0
2015-01-01,0.0,0.0,0.0,652.967,8035.0,8035.0
2015-02-01,0.0,0.0,0.0,675.564,8314.0,8314.0
2015-03-01,0.0,0.0,0.0,660.197,8124.0,8124.0
2015-04-01,0.0,0.0,0.0,484.222,5960.0,5960.0
2015-05-01,0.0,0.0,0.0,556.049,6843.0,6843.0
2015-06-01,0.0,0.0,0.0,633.879,7801.0,7801.0
2015-07-01,0.0,0.0,0.0,768.536,9459.0,9459.0
2015-08-01,0.0,0.0,0.0,650.851,8010.0,8010.0
2015-09-01,0.0,0.0,0.0,644.27,7929.0,7929.0
2015-10-01,0.0,0.0,0.0,727.847,8958.0,8958.0
2015-11-01,0.0,0.0,0.0,669.924,8244.0,8244.0
2015-12-01,0.0,0.0,0.0,787.694,9694.0,9694.0
2016-01-01,0.0,6.0,6.0,3681.238,41643.0,41643.0
2016-02-01,0.0,6.0,6.0,3726.304,42153.0,42153.0
2016-03-01,0.0,6.0,6.0,4241.138,47976.0,47976.0
2016-04-01,0.0,6.0,6.0,4871.444,55107.0,55107.0
2016-05-01,0.0,6.0,6.0,5016.041,56743.0,56743.0
2016-06-01,0.0,6.0,6.0,4771.615,53977.0,53977.0
2016-07-01,0.0,6.0,6.0,5371.77,60766.0,60766.0
2016-08-01,0.0,6.0,6.0,6415.721,72576.0,72576.0
2016-09-01,0.0,6.0,6.0,3839.622,43435.0,43435.0
2016-10-01,0.0,6.0,6.0,3713.302,42006.0,42006.0
2016-11-01,0.0,6.0,6.0,3850.953,43563.0,43563.0
2016-12-01,0.0,6.0,6.0,3443.852,38957.0,38957.0
2017-01-01,0.0,0.0,0.0,2232.788,25155.0,25155.0
2017-02-01,0.0,0.0,0.0,1822.242,20530.0,20530.0
2017-03-01,0.0,0.0,0.0,2882.275,32473.0,32473.0
2017-04-01,0.0,0.0,0.0,2053.074,23131.0,23131.0
2017-05-01,0.0,0.0,0.0,2399.46,27034.0,27034.0
2017-06-01,0.0,0.0,0.0,2690.723,30316.0,30316.0
2017-07-01,0.0,0.0,0.0,3206.826,36130.0,36130.0
2017-08-01,0.0,0.0,0.0,2859.296,32214.0,32214.0
2017-09-01,0.0,0.0,0.0,2515.528,28341.0,28341.0
2017-10-01,0.0,0.0,0.0,2762.568,31124.0,31124.0
2017-11-01,0.0,0.0,0.0,2335.258,26311.0,26311.0
2017-12-01,0.0,0.0,0.0,2902.962,32707.0,32707.0
2018-01-01,0.0,0.0,0.0,3557.595,39255.0,39255.0
2018-02-01,0.0,0.0,0.0,3084.111,34030.0,34030.0
2018-03-01,0.0,0.0,0.0,4089.929,45127.0,45127.0
2018-04-01,0.0,0.0,0.0,3404.12,37560.0,37560.0
2018-05-01,0.0,0.0,0.0,3716.345,41005.0,41005.0
2018-06-01,0.0,0.0,0.0,3250.748,35868.0,35868.0
2018-07-01,0.0,0.0,0.0,3583.547,39540.0,39540.0
2018-08-01,0.0,0.0,0.0,3721.477,41061.0,41061.0
2018-09-01,0.0,0.0,0.0,3093.085,34128.0,34128.0
2018-10-01,0.0,0.0,0.0,2930.584,32335.0,32335.0
2018-11-01,0.0,0.0,0.0,2607.088,28766.0,28766.0
2018-12-01,0.0,0.0,0.0,2871.371,31682.0,31682.0
2019-01-01,0.0,0.0,0.0,2152.084,24066.0,24066.0
2019-02-01,0.0,0.0,0.0,1840.065,20576.0,20576.0
2019-03-01,0.0,0.0,0.0,1971.727,22048.0,22048.0
2019-04-01,0.0,0.0,0.0,2035.344,22759.0,22759.0
2019-05-01,0.0,0.0,0.0,1927.671,21555.0,21555.0
2019-06-01,0.0,0.0,0.0,2007.434,22448.0,22448.0
2019-07-01,0.0,0.0,0.0,2740.36,30643.0,30643.0
2019-08-01,0.0,0.0,0.0,2566.466,28699.0,28699.0
2019-09-01,0.0,0.0,0.0,2036.212,22770.0,22770.0
2019-10-01,0.0,0.0,0.0,2396.92,26803.0,26803.0
2019-11-01,0.0,0.0,0.0,2175.219,24324.0,24324.0
2019-12-01,0.0,0.0,0.0,2284.498,25546.0,25546.0
2020-01-01,0.0,0.0,0.0,2059.121,25067.0,25067.0
2020-02-01,0.0,0.0,0.0,1812.408,22063.0,22063.0
2020-03-01,0.0,0.0,0.0,1724.601,20994.0,20994.0
2020-04-01,0.0,0.0,0.0,1534.273,18678.0,18678.0
2020-05-01,0.0,0.0,0.0,1554.631,18925.0,18925.0
2020-06-01,0.0,0.0,0.0,1695.305,20638.0,20638.0
2020-07-01,0.0,0.0,0.0,2281.09,27768.0,27768.0
2020-08-01,0.0,0.0,0.0,1822.061,22181.0,22181.0
2020-09-01,0.0,0.0,0.0,1579.133,19223.0,19223.0
2020-10-01,0.0,0.0,0.0,1727.343,21028.0,21028.0
2020-11-01,0.0,0.0,0.0,1320.868,16079.0,16079.0
2020-12-01,0.0,0.0,0.0,1644.166,20015.0,20015.0
2021-01-01,0.0,0.0,0.0,3342.066,36890.0,36890.0
2021-02-01,0.0,0.0,0.0,3525.734,38918.0,38918.0
2021-03-01,0.0,0.0,0.0,2297.808,25364.0,25364.0
2021-04-01,0.0,0.0,0.0,2799.578,30903.0,30903.0
2021-05-01,0.0,0.0,0.0,2425.897,26778.0,26778.0
2021-06-01,0.0,0.0,0.0,3358.074,37067.0,37067.0
2021-07-01,0.0,0.0,0.0,3607.378,39819.0,39819.0
2021-08-01,0.0,0.0,0.0,3740.579,41289.0,41289.0
2021-09-01,0.0,0.0,0.0,2992.167,33028.0,33028.0
2021-10-01,0.0,0.0,0.0,2905.999,32077.0,32077.0
2021-11-01,0.0,0.0,0.0,3181.731,35120.0,35120.0
2021-12-01,0.0,0.0,0.0,2947.989,32540.0,32540.0
2022-01-01,0.0,0.0,0.0,3792.284,41626.0,41626.0
2022-02-01,0.0,0.0,0.0,3096.774,33991.0,33991.0
2022-03-01,0.0,0.0,0.0,3177.763,34881.0,34881.0
2022-04-01,0.0,0.0,0.0,2791.354,30639.0,30639.0
2022-05-01,0.0,0.0,0.0,2637.209,28947.0,28947.0
2022-06-01,0.0,0.0,0.0,4134.358,45380.0,45380.0
2022-07-01,0.0,0.0,0.0,5528.41,60681.0,60681.0
2022-08-01,0.0,0.0,0.0,5045.716,55384.0,55384.0
2022-09-01,0.0,0.0,0.0,4459.989,48954.0,48954.0
2022-10-01,0.0,0.0,0.0,4328.661,47512.0,47512.0
2022-11-01,0.0,0.0,0.0,2945.446,32330.0,32330.0
2022-12-01,0.0,0.0,0.0,4020.036,44125.0,44125.0
2023-01-01,0.0,0.0,0.0,1426.891,16112.0,16112.0
2023-02-01,0.0,0.0,0.0,1394.858,15750.0,15750.0
2023-03-01,0.0,0.0,0.0,1557.318,17585.0,17585.0
2023-04-01,0.0,0.0,0.0,1512.814,17082.0,17082.0
2023-05-01,0.0,0.0,0.0,1388.273,15675.0,15675.0
2023-06-01,0.0,0.0,0.0,1589.81,17951.0,17951.0
2023-07-01,0.0,0.0,0.0,1934.545,21844.0,21844.0
2023-08-01,0.0,0.0,0.0,1868.871,21102.0,21102.0
2023-09-01,0.0,0.0,0.0,1704.659,19247.0,19247.0
2023-10-01,0.0,0.0,0.0,1502.377,16964.0,16964.0
2023-11-01,0.0,0.0,0.0,1458.438,16467.0,16467.0
2023-12-01,0.0,0.0,0.0,1724.146,19468.0,19468.0
2024-01-01,0.0,0.0,0.0,2436.012,27008.0,27008.0
2024-02-01,0.0,0.0,0.0,2819.991,31264.0,31264.0
2024-03-01,0.0,0.0,0.0,2638.002,29247.0,29247.0
2024-04-01,0.0,0.0,0.0,2675.009,29657.0,29657.0
2024-05-01,0.0,0.0,0.0,3082.393,34174.0,34174.0
2024-06-01,0.0,0.0,0.0,2867.6,31792.0,31792.0
2024-07-01,0.0,0.0,0.0,3710.11,41132.0,41132.0
2024-08-01,0.0,0.0,0.0,3621.437,40149.0,40149.0
2024-09-01,0.0,0.0,0.0,2953.608,32745.0,32745.0
2024-10-01,0.0,0.0,0.0,2089.667,23168.0,23168.0
2024-11-01,0.0,0.0,0.0,2576.551,28565.0,28565.0
2024-12-01,0.0,0.0,0.0,2561.62,28400.0,28400.0
