measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,8.0,208.5,208.5,0.0,0.0,0.0
2004-03-01,3.15,170.5,170.5,0.0,0.0,0.0
2004-04-01,3.781,73.0,73.0,0.0,0.0,0.0
2004-05-01,-1.096,11.5,11.5,0.0,0.0,0.0
2004-06-01,-0.877,9.0,9.0,0.0,0.0,0.0
2004-07-01,-6.577,68.5,68.5,0.0,0.0,0.0
2004-08-01,-28.1385,455.5,455.5,0.0,0.0,0.0
2004-09-01,0.4039999999999999,58.5,58.5,0.0,0.0,0.0
2004-10-01,-2.3845,92.5,92.5,0.0,0.0,0.0
2004-11-01,0.4574999999999996,146.5,146.5,0.0,0.0,0.0
2004-12-01,10.281,137.5,137.5,0.0,0.0,0.0
2005-01-01,25.036,426.505,426.505,0.0,0.0,0.0
2005-02-01,6.024500000000001,119.63,119.63,0.0,0.0,0.0
2005-03-01,9.1775,288.41499999999996,288.41499999999996,0.0,0.0,0.0
2005-04-01,8.5885,354.655,354.655,0.0,0.0,0.0
2005-05-01,7.5120000000000005,149.17,149.17,0.0,0.0,0.0
2005-06-01,13.25,237.70499999999998,237.70499999999998,0.0,0.0,0.0
2005-07-01,9.9245,197.065,197.065,0.0,0.0,0.0
2005-08-01,11.659,231.505,231.505,0.0,0.0,0.0
2005-09-01,7.632000000000001,151.545,151.545,0.0,0.0,0.0
2005-10-01,8.4755,168.295,168.295,0.0,0.0,0.0
2005-11-01,6.8135,135.295,135.295,0.0,0.0,0.0
2005-12-01,14.407,286.075,286.075,0.0,0.0,0.0
2006-01-01,-1.4105,118.0,118.0,0.0,0.0,0.0
2006-02-01,65.262,1068.0,1068.0,0.0,0.0,0.0
2006-03-01,84.38,1264.0,1264.0,0.0,0.0,0.0
2006-04-01,-1.1875,99.5,99.5,0.0,0.0,0.0
2006-05-01,-1.11,93.0,93.0,0.0,0.0,0.0
2006-06-01,61.991,1035.5,1035.5,0.0,0.0,0.0
2006-07-01,-1.4615,122.0,122.0,0.0,0.0,0.0
2006-08-01,1.0825,443.5,443.5,0.0,0.0,0.0
2006-09-01,-0.651,54.5,54.5,0.0,0.0,0.0
2006-10-01,-0.6880000000000001,57.5,57.5,0.0,0.0,0.0
2006-11-01,-0.81,68.0,68.0,0.0,0.0,0.0
2006-12-01,-0.8975,75.0,75.0,0.0,0.0,0.0
2007-01-01,51.1175,904.5,904.5,0.0,0.0,0.0
2007-02-01,-7.7595,91.0,91.0,0.0,0.0,0.0
2007-03-01,2.268,999.5,999.5,0.0,0.0,0.0
2007-04-01,-3.45,41.5,41.5,0.0,0.0,0.0
2007-05-01,-7.476500000000001,85.5,85.5,0.0,0.0,0.0
2007-06-01,-2.093,25.0,25.0,0.0,0.0,0.0
2007-07-01,-2.7865,33.0,33.0,0.0,0.0,0.0
2007-08-01,1.1925,751.5,751.5,0.0,0.0,0.0
2007-09-01,-3.62,41.5,41.5,0.0,0.0,0.0
2007-10-01,-4.304,49.5,49.5,0.0,0.0,0.0
2007-11-01,-4.431,52.5,52.5,0.0,0.0,0.0
2007-12-01,-6.158,71.5,71.5,0.0,0.0,0.0
2008-01-01,8.932,394.0,394.0,,,
2008-02-01,8.425,365.0,365.0,,,
2008-03-01,6.389,276.0,276.0,,,
2008-04-01,6.672000000000001,288.0,288.0,,,
2008-05-01,6.054,265.0,265.0,,,
2008-06-01,7.229,318.0,318.0,,,
2008-07-01,6.7540000000000004,294.0,294.0,,,
2008-08-01,4.659,206.0,206.0,,,
2008-09-01,7.51,329.0,329.0,,,
2008-10-01,6.271,270.0,270.0,,,
2008-11-01,5.276000000000001,229.0,229.0,,,
2008-12-01,13.829,600.0,600.0,,,
2009-01-01,1.184000000000001,196.0,196.0,0.0,0.0,0.0
2009-02-01,0.6514999999999995,109.5,109.5,0.0,0.0,0.0
2009-03-01,1.6954999999999991,279.0,279.0,0.0,0.0,0.0
2009-04-01,1.0264999999999995,169.5,169.5,0.0,0.0,0.0
2009-05-01,1.350999999999999,224.5,224.5,0.0,0.0,0.0
2009-06-01,0.7619999999999996,127.0,127.0,0.0,0.0,0.0
2009-07-01,0.4744999999999999,78.0,78.0,0.0,0.0,0.0
2009-08-01,0.7134999999999998,118.0,118.0,0.0,0.0,0.0
2009-09-01,0.8585000000000003,141.0,141.0,0.0,0.0,0.0
2009-10-01,0.819,135.0,135.0,0.0,0.0,0.0
2009-11-01,1.0170000000000003,166.5,166.5,0.0,0.0,0.0
2009-12-01,0.9470000000000001,158.5,158.5,0.0,0.0,0.0
2010-01-01,25.748,453.0,453.0,,,
2010-02-01,21.514,370.0,370.0,,,
2010-03-01,13.59,235.0,235.0,,,
2010-04-01,19.830000000000002,341.0,341.0,,,
2010-05-01,28.135,488.0,488.0,,,
2010-06-01,51.315000000000005,888.0,888.0,,,
2010-07-01,107.628,1864.0,1864.0,,,
2010-08-01,18.938000000000002,329.0,329.0,,,
2010-09-01,36.113,623.0,623.0,,,
2010-10-01,33.927,588.0,588.0,,,
2010-11-01,50.504000000000005,876.0,876.0,,,
2010-12-01,19.758000000000003,341.0,341.0,,,
2011-01-01,43.441,759.0,759.0,,,
2011-02-01,31.04,535.0,535.0,,,
2011-03-01,24.268,417.0,417.0,,,
2011-04-01,14.459,247.0,247.0,,,
2011-05-01,36.433,629.0,629.0,,,
2011-06-01,18.441,318.0,318.0,,,
2011-07-01,14.725,253.0,253.0,,,
2011-08-01,25.161,435.0,435.0,,,
2011-09-01,23.556,406.0,406.0,,,
2011-10-01,23.155,400.0,400.0,,,
2011-11-01,23.911,412.0,412.0,,,
2011-12-01,16.41,282.0,282.0,,,
2012-01-01,25.138,206.0,206.0,,,
2012-02-01,15.826,129.0,129.0,,,
2012-03-01,11.634,94.0,94.0,,,
2012-04-01,23.38,188.0,188.0,,,
2012-05-01,17.019,135.0,135.0,,,
2012-06-01,21.467,176.0,176.0,,,
2012-07-01,24.03,194.0,194.0,,,
2012-08-01,18.912,153.0,153.0,,,
2012-09-01,13.137,106.0,106.0,,,
2012-10-01,10.052,82.0,82.0,,,
2012-11-01,9.508,76.0,76.0,,,
2012-12-01,25.897,212.0,212.0,,,
2013-01-01,9.099,145.0,145.0,,,
2013-02-01,6.86,121.0,121.0,,,
2013-03-01,8.862,156.0,156.0,,,
2013-04-01,8.872,156.0,156.0,,,
2013-05-01,10.57,185.0,185.0,,,
2013-06-01,6.88,121.0,121.0,,,
2013-07-01,5.617,98.0,98.0,,,
2013-08-01,3.026,52.0,52.0,,,
2013-09-01,3.652,64.0,64.0,,,
2013-10-01,3.383,58.0,58.0,,,
2013-11-01,6.963,121.0,121.0,,,
2013-12-01,9.216,162.0,162.0,,,
2014-01-01,12.035,188.0,188.0,,,
2014-02-01,31.76,517.0,517.0,,,
2014-03-01,24.306,394.0,394.0,,,
2014-04-01,7.523,123.0,123.0,,,
2014-05-01,18.231,294.0,294.0,,,
2014-06-01,12.221,200.0,200.0,,,
2014-07-01,6.786,112.0,112.0,,,
2014-08-01,9.817,159.0,159.0,,,
2014-09-01,8.919,147.0,147.0,,,
2014-10-01,9.758,159.0,159.0,,,
2014-11-01,17.22,282.0,282.0,,,
2014-12-01,15.424,253.0,253.0,,,
2023-01-01,40.481,535.0,535.0,,,
2023-02-01,31.657,412.0,412.0,,,
2023-03-01,27.538,359.0,359.0,,,
2023-04-01,13.626,176.0,176.0,,,
2023-05-01,20.448,265.0,265.0,,,
2023-06-01,12.461,165.0,165.0,,,
2023-07-01,14.611,188.0,188.0,,,
2023-08-01,7.031,94.0,94.0,,,
2023-09-01,25.726,335.0,335.0,,,
2023-10-01,8.305,106.0,106.0,,,
2023-11-01,15.94,206.0,206.0,,,
2023-12-01,22.176,288.0,288.0,,,
2024-01-01,82.659,1458.0,1458.0,,,
2024-02-01,53.02,941.0,941.0,,,
2024-03-01,42.08,747.0,747.0,,,
2024-04-01,33.806,600.0,600.0,,,
2024-05-01,41.131,729.0,729.0,,,
2024-06-01,28.355,506.0,506.0,,,
2024-07-01,27.922,494.0,494.0,,,
2024-08-01,33.859,600.0,600.0,,,
2024-09-01,25.389,453.0,453.0,,,
2024-10-01,38.399,682.0,682.0,,,
2024-11-01,37.37,664.0,664.0,,,
2024-12-01,35.01,623.0,623.0,,,
