measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2003-02-01,0.0,0.0,0.0,20632.0,266553.0,266553.0,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,22159.0,288102.0,288102.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,12770.0,171565.0,171565.0,0.0,0.0,0.0
2003-05-01,-24.0,0.0,0.0,7321.0,121116.0,121116.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,21951.0,289612.0,289612.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,25373.0,334552.0,334552.0,0.0,0.0,0.0
2003-08-01,0.0,0.0,0.0,19224.0,227855.0,227855.0,0.0,0.0,0.0
2003-09-01,0.0,0.0,0.0,18267.0,218994.0,218994.0,0.0,0.0,0.0
2003-10-01,0.0,0.0,0.0,17592.0,203694.0,203694.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,27519.0,340529.0,340529.0,0.0,0.0,0.0
2003-12-01,-42.5,0.0,0.0,28875.0,351312.0,351312.0,0.0,0.0,0.0
2004-01-01,3.0130000000000003,191.5,191.5,34627.121,449497.0,449497.0,0.0,0.0,0.0
2004-02-01,203.072,12891.0,12891.0,17434.353,226317.0,226317.0,0.0,0.0,0.0
2004-03-01,2.4105000000000003,153.0,153.0,11979.842,155511.0,155511.0,0.0,0.0,0.0
2004-04-01,1.808,115.0,115.0,16129.901,209383.0,209383.0,0.0,0.0,0.0
2004-05-01,10.244,650.5,650.5,37282.987,483973.0,483973.0,0.0,0.0,0.0
2004-06-01,57.246,3634.0,3634.0,24126.293,313185.0,313185.0,0.0,0.0,0.0
2004-07-01,0.0,0.0,0.0,21417.491,278022.0,278022.0,0.0,0.0,0.0
2004-08-01,25.9115,1645.0,1645.0,29516.788,383159.0,383159.0,0.0,0.0,0.0
2004-09-01,21.090500000000002,1339.0,1339.0,29938.29,388631.0,388631.0,0.0,0.0,0.0
2004-10-01,1.205,76.5,76.5,9064.739,117670.0,117670.0,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,14780.533,191867.0,191867.0,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0,18097.662,234927.0,234927.0,0.0,0.0,0.0
2005-01-01,148.25,6192.87,6192.87,15332.456,227730.94,227730.94,,,
2005-02-01,50.934000000000005,2127.67,2127.67,12266.064,182186.23,182186.23,,,
2005-03-01,56.454,2358.26,2358.26,17021.436,252817.15,252817.15,,,
2005-04-01,68.382,2856.52,2856.52,16157.7,239988.2,239988.2,,,
2005-05-01,63.509,2652.98,2652.98,15450.605,229485.8,229485.8,,,
2005-06-01,82.429,3443.31,3443.31,29166.323,433203.55,433203.55,,,
2005-07-01,83.902,3504.87,3504.87,38396.086,570292.01,570292.01,,,
2005-08-01,98.565,4117.38,4117.38,38142.682,566528.23,566528.23,,,
2005-09-01,64.522,2695.27,2695.27,23092.945,342996.47,342996.47,,,
2005-10-01,71.652,2993.14,2993.14,16374.27,243204.87,243204.87,,,
2005-11-01,57.602000000000004,2406.23,2406.23,14350.744999999999,213149.72,213149.72,,,
2005-12-01,121.798,5087.9,5087.9,17939.69,266455.85,266455.85,,,
2006-01-01,80.974,4095.0,4095.0,4932.688,84518.0,84518.0,,,
2006-02-01,42.371,2143.0,2143.0,5575.953,95540.0,95540.0,,,
2006-03-01,35.592,1800.0,1800.0,7347.769,125899.0,125899.0,,,
2006-04-01,68.178,3448.0,3448.0,6080.539000000001,104186.0,104186.0,,,
2006-05-01,63.73,3223.0,3223.0,8009.62,137239.0,137239.0,,,
2006-06-01,57.926,2929.0,2929.0,10317.304,176780.0,176780.0,,,
2006-07-01,83.90700000000001,4243.0,4243.0,18462.464,316342.0,316342.0,,,
2006-08-01,81.38900000000001,4116.0,4116.0,16405.528,281097.0,281097.0,,,
2006-09-01,37.392,1891.0,1891.0,9650.065,165347.0,165347.0,,,
2006-10-01,39.498000000000005,1997.0,1997.0,10452.935,179104.0,179104.0,,,
2006-11-01,46.51,2352.0,2352.0,7027.42,120410.0,120410.0,,,
2006-12-01,51.533,2606.0,2606.0,7133.716,122231.0,122231.0,,,
2007-01-01,11.849,428.0,428.0,9545.0,144253.0,144253.0,,,
2007-02-01,64.10600000000001,2300.0,2300.0,7372.0,118134.0,118134.0,,,
2007-03-01,20.974,750.0,750.0,6227.0,102199.0,102199.0,,,
2007-04-01,12.464,446.0,446.0,9892.0,145127.0,145127.0,,,
2007-05-01,33.806000000000004,1215.0,1215.0,6315.0,103820.0,103820.0,,,
2007-06-01,31.316000000000003,1122.0,1122.0,9339.0,143654.0,143654.0,,,
2007-07-01,31.694000000000003,1135.0,1135.0,11530.0,173651.0,173651.0,,,
2007-08-01,70.905,2542.0,2542.0,9892.0,161810.0,161810.0,,,
2007-09-01,32.815,1178.0,1178.0,10098.0,152114.0,152114.0,,,
2007-10-01,44.066,1581.0,1581.0,10148.0,149741.0,149741.0,,,
2007-11-01,8.724,310.0,310.0,10070.0,143250.0,143250.0,,,
2007-12-01,16.54,595.0,595.0,13342.0,171926.0,171926.0,,,
2008-01-01,258.0,7930.0,7930.0,12444.0,162909.0,162909.0,,,
2008-02-01,0.0,1104.0,1104.0,7634.0,113991.0,113991.0,,,
2008-03-01,0.0,775.0,775.0,13478.0,176640.0,176640.0,,,
2008-04-01,0.0,174.0,174.0,13569.0,176629.0,176629.0,,,
2008-05-01,0.0,242.0,242.0,13100.0,172947.0,172947.0,,,
2008-06-01,35.0,248.0,248.0,11600.0,152596.0,152596.0,,,
2008-07-01,0.0,0.0,0.0,12120.0,181398.0,181398.0,,,
2008-08-01,0.0,254.0,254.0,13419.0,186995.0,186995.0,,,
2008-09-01,0.0,1618.0,1618.0,13593.0,177598.0,177598.0,,,
2008-10-01,0.0,0.0,0.0,14030.0,174445.0,174445.0,,,
2008-11-01,0.0,0.0,0.0,11253.0,146632.0,146632.0,,,
2008-12-01,0.0,2778.0,2778.0,13690.0,173913.0,173913.0,,,
2009-01-01,0.0,577.0,577.0,14147.0,174112.0,174112.0,,,
2009-02-01,0.0,236.0,236.0,12900.0,162527.0,162527.0,,,
2009-03-01,0.0,260.0,260.0,14337.0,180077.0,180077.0,,,
2009-04-01,0.0,310.0,310.0,5150.0,67261.0,67261.0,,,
2009-05-01,0.0,254.0,254.0,0.0,0.0,0.0,,,
2009-06-01,0.0,645.0,645.0,0.0,0.0,0.0,,,
2009-07-01,0.0,880.0,880.0,0.0,0.0,0.0,,,
2009-08-01,0.0,316.0,316.0,5026.0,73211.0,73211.0,,,
2009-09-01,0.0,670.0,670.0,9949.0,144593.0,144593.0,,,
2009-10-01,0.0,304.0,304.0,10391.0,147300.0,147300.0,,,
2009-11-01,0.0,273.0,273.0,10174.0,142127.0,142127.0,,,
2009-12-01,0.0,267.0,267.0,10273.0,144688.0,144688.0,,,
2010-01-01,0.0,273.0,273.0,10725.0,150545.0,150545.0,,,
2010-02-01,0.0,291.0,291.0,9600.0,139037.0,139037.0,,,
2010-03-01,0.0,422.0,422.0,11008.0,154064.0,154064.0,,,
2010-04-01,0.0,0.0,0.0,10974.0,155065.0,155065.0,,,
2010-05-01,0.0,0.0,0.0,11207.0,162589.0,162589.0,,,
2010-06-01,0.0,0.0,0.0,7652.0,101832.0,101832.0,,,
2010-07-01,0.0,1308.0,1308.0,6034.0,96903.0,96903.0,,,
2010-08-01,10.0,1637.0,1637.0,12216.0,171034.0,171034.0,,,
2010-09-01,0.0,583.0,583.0,11935.0,158766.0,158766.0,,,
2010-10-01,0.0,329.0,329.0,0.0,0.0,0.0,,,
2010-11-01,0.0,136.0,136.0,0.0,0.0,0.0,,,
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-11-01,26.46,1035.0,1035.0,0.0,0.0,0.0,,,
2011-12-01,0.0,409.0,409.0,0.0,0.0,0.0,,,
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-04-01,24.0,3001.0,3001.0,0.0,0.0,0.0,,,
2012-05-01,13.72,1172.0,1172.0,0.0,0.0,0.0,,,
2012-06-01,62.72,4495.0,4495.0,0.0,0.0,0.0,,,
2012-07-01,35.28,2743.0,2743.0,0.0,0.0,0.0,,,
2012-08-01,38.22,1531.0,1531.0,0.0,0.0,0.0,,,
2012-09-01,9.8,533.0,533.0,0.0,0.0,0.0,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-11-01,2.94,298.0,298.0,0.0,0.0,0.0,,,
2012-12-01,0.0,198.0,198.0,0.0,0.0,0.0,,,
2013-01-01,0.0,1339.0,1339.0,,,,,,
2013-02-01,0.0,0.0,0.0,,,,,,
2013-03-01,0.0,0.0,0.0,,,,,,
2013-04-01,0.0,0.0,0.0,,,,,,
2013-05-01,0.0,0.0,0.0,,,,,,
2013-06-01,0.0,0.0,0.0,,,,,,
2013-07-01,0.0,0.0,0.0,,,,,,
2013-08-01,0.0,0.0,0.0,,,,,,
2013-09-01,0.0,0.0,0.0,,,,,,
2013-10-01,0.0,0.0,0.0,,,,,,
2013-11-01,0.0,0.0,0.0,,,,,,
2013-12-01,0.0,0.0,0.0,,,,,,
2014-01-01,0.0,0.0,0.0,,,,,,
2014-02-01,0.0,0.0,0.0,,,,,,
2014-03-01,0.0,0.0,0.0,,,,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
