measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Jet Fuel Generation,Jet Fuel Quantity Consumed For Electricity,Jet Fuel Total Fuel Consumed,Kerosene Generation,Kerosene Quantity Consumed For Electricity,Kerosene Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,111.0,1125.0,1125.0,165290.0,1674162.0,1674162.0
2004-10-01,27.0,313.0,313.0,0.0,0.0,0.0,,,,69.5,687.5,687.5,186417.0,1845078.0,1845078.0
2004-11-01,26.0,296.0,296.0,0.0,0.0,0.0,,,,116.0,1179.0,1179.0,160545.0,1633811.0,1633811.0
2004-12-01,361.0,2980.0,2980.0,0.0,0.0,0.0,,,,263.5,2634.5,2634.5,153731.0,1536803.0,1536803.0
2005-01-01,0.0,0.0,0.0,,,,,,,274.0,2954.5,2954.5,160834.0,1666920.8,1666920.8
2005-02-01,88.0,1687.4,1687.4,,,,,,,369.5,3031.5,3031.5,101789.0,835558.8,835558.8
2005-03-01,704.0,9440.0,9440.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-04-01,0.0,0.0,0.0,,,,,,,764.0,8606.0,8606.0,18595.0,209427.2,209427.2
2005-05-01,0.0,0.0,0.0,,,,,,,191.0,1933.0,1933.0,149726.0,1484153.6,1484153.6
2005-06-01,0.0,0.0,0.0,,,,,,,171.0,1771.0,1771.0,144819.0,1469120.8,1469120.8
2005-07-01,765.0,18378.5,18378.5,,,,,,,28.5,295.0,295.0,174499.0,1754503.2,1754503.2
2005-08-01,94.0,1480.9,1480.9,,,,,,,291.0,2974.0,2974.0,153125.0,1566042.8,1566042.8
2005-09-01,0.0,0.0,0.0,,,,,,,171.5,1774.0,1774.0,129459.0,1340602.4,1340602.4
2005-10-01,0.0,0.0,0.0,,,,,,,218.0,2156.5,2156.5,150416.0,1489588.8,1489588.8
2005-11-01,190.0,3982.5,3982.5,,,,,,,281.0,2841.0,2841.0,123533.0,1248496.4,1248496.4
2005-12-01,0.0,0.0,0.0,,,,,,,153.5,1504.5,1504.5,182475.0,1787252.0,1787252.0
2006-01-01,0.0,0.0,0.0,,,,,,,211.0,2123.0,2123.0,141086.0,1419378.0,1419378.0
2006-02-01,187.0,3717.0,3717.0,,,,,,,78.0,819.5,819.5,107854.0,1130522.0,1130522.0
2006-03-01,21.0,354.0,354.0,,,,,,,169.5,1747.0,1747.0,132538.0,1366901.0,1366901.0
2006-04-01,33.0,720.0,720.0,,,,,,,76.0,795.0,795.0,133271.0,1395608.0,1395608.0
2006-05-01,0.0,0.0,0.0,,,,,,,474.5,4860.0,4860.0,89421.0,915608.0,915608.0
2006-06-01,0.0,0.0,0.0,,,,,,,617.0,6441.5,6441.5,133186.0,1389966.0,1389966.0
2006-07-01,598.0,25311.0,25311.0,,,,,,,172.0,1821.0,1821.0,156316.0,1655878.0,1655878.0
2006-08-01,876.0,33176.0,33176.0,,,,,,,292.5,2995.5,2995.5,158308.0,1622545.0,1622545.0
2006-09-01,0.0,0.0,0.0,,,,,,,46.5,462.0,462.0,168896.0,1674695.0,1674695.0
2006-10-01,0.0,0.0,0.0,,,,,,,223.0,2389.5,2389.5,172381.0,1847590.0,1847590.0
2006-11-01,6.0,354.0,354.0,,,,,,,21.5,217.5,217.5,194883.0,1955692.0,1955692.0
2006-12-01,7.0,30.0,30.0,,,,,,,324.5,3381.0,3381.0,148100.0,1543339.0,1543339.0
2007-01-01,5.0,779.0,779.0,,,,,,,346.86600000000004,3591.5,3591.5,147922.268,1531608.0,1531608.0
2007-02-01,114.0,4065.0,4065.0,,,,,,,356.548,3557.0,3557.0,138941.904,1386114.0,1386114.0
2007-03-01,95.0,1440.0,1440.0,,,,,,,225.6655,2013.0,2013.0,110633.669,986884.0,986884.0
2007-04-01,0.0,0.0,0.0,,,,,,,0.0,2161.0,2161.0,0.0,41916.0,41916.0
2007-05-01,0.0,0.0,0.0,,,,,,,361.5205,3929.0,3929.0,143132.959,1555568.0,1555568.0
2007-06-01,0.0,0.0,0.0,,,,,,,66.385,696.0,696.0,169223.23,1774180.0,1774180.0
2007-07-01,107.0,3570.0,3570.0,,,,,,,209.675,2187.0,2187.0,150479.65,1569569.0,1569569.0
2007-08-01,948.0,7080.0,7080.0,,,,,,,368.577,3935.0,3935.0,154967.846,1654468.0,1654468.0
2007-09-01,793.0,5959.0,5959.0,,,,,,,500.8405,5130.0,5130.0,162697.319,1666474.0,1666474.0
2007-10-01,0.0,0.0,0.0,,,,,,,390.145,4215.0,4215.0,139662.71,1508870.0,1508870.0
2007-11-01,0.0,0.0,0.0,,,,,,,152.6585,1595.0,1595.0,170938.683,1785996.0,1785996.0
2007-12-01,0.0,0.0,0.0,,,,,,,539.607,5580.0,5580.0,138293.786,1430077.0,1430077.0
2008-01-01,295.0,4956.0,4956.0,,,,0.0,0.0,0.0,992.308,9652.0,9652.0,149041.692,1449702.0,1449702.0
2008-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,168.73600000000002,1731.0,1731.0,183524.264,1882712.0,1882712.0
2008-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,494.726,5180.0,5180.0,169315.274,1772804.0,1772804.0
2008-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,532.327,5409.0,5409.0,104052.673,1057284.0,1057284.0
2008-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,210.163,2231.0,2231.0,159384.837,1691964.0,1691964.0
2008-06-01,151.0,2596.0,2596.0,,,,0.0,0.0,0.0,464.908,4843.0,4843.0,155074.092,1615424.0,1615424.0
2008-07-01,30.0,531.0,531.0,,,,0.0,0.0,0.0,466.478,4843.0,4843.0,170143.522,1766440.0,1766440.0
2008-08-01,66.0,1062.0,1062.0,,,,0.0,0.0,0.0,288.98400000000004,3060.0,3060.0,184429.016,1952888.0,1952888.0
2008-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,607.7090000000001,6602.0,6602.0,115830.291,1258352.0,1258352.0
2008-10-01,0.0,413.0,413.0,,,,0.0,0.0,0.0,301.743,3039.0,3039.0,176517.257,1777792.0,1777792.0
2008-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,222.81900000000002,2305.0,2305.0,150938.181,1561416.0,1561416.0
2008-12-01,10.0,413.0,413.0,,,,0.0,0.0,0.0,756.5540000000001,7850.0,7850.0,131768.446,1367228.0,1367228.0
2009-01-01,0.0,0.0,0.0,,,,,,,988.643,10103.0,10103.0,163078.357,1666508.0,1666508.0
2009-02-01,164.0,3363.0,3363.0,,,,,,,246.725,2603.0,2603.0,119468.275,1260416.0,1260416.0
2009-03-01,0.0,0.0,0.0,,,,,,,1323.769,12398.0,12398.0,35793.231,335228.0,335228.0
2009-04-01,0.0,0.0,0.0,,,,,,,555.235,5898.0,5898.0,136093.765,1445660.0,1445660.0
2009-05-01,0.0,0.0,0.0,,,,,,,249.44,2665.0,2665.0,168282.56,1797916.0,1797916.0
2009-06-01,225.0,4071.0,4071.0,,,,,,,460.187,4797.0,4797.0,113802.813,1186284.0,1186284.0
2009-07-01,0.0,0.0,0.0,,,,,,,841.7320000000001,8783.0,8783.0,125953.268,1314252.0,1314252.0
2009-08-01,0.0,0.0,0.0,,,,,,,501.845,5086.0,5086.0,155271.155,1573611.0,1573611.0
2009-09-01,0.0,0.0,0.0,,,,,,,556.84,5889.0,5889.0,153138.16,1619552.0,1619552.0
2009-10-01,0.0,0.0,0.0,,,,,,,583.425,5958.0,5958.0,165631.575,1691448.0,1691448.0
2009-11-01,0.0,0.0,0.0,,,,,,,244.02,2542.0,2542.0,158688.98,1653092.0,1653092.0
2009-12-01,0.0,0.0,0.0,,,,,,,1134.414,11994.0,11994.0,158369.586,1674420.0,1674420.0
2010-01-01,0.0,0.0,0.0,,,,,,,1084.16,11339.0,11339.0,141710.84,1482124.0,1482124.0
2010-02-01,0.0,0.0,0.0,,,,,,,184.709,1886.0,1886.0,173976.291,1776416.0,1776416.0
2010-03-01,0.0,0.0,0.0,,,,,,,498.42900000000003,5187.0,5187.0,160997.571,1675452.0,1675452.0
2010-04-01,0.0,0.0,0.0,,,,,,,376.69,3278.0,3278.0,39471.31,343484.0,343484.0
2010-05-01,0.0,0.0,0.0,,,,,,,0.0,6.0,6.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,,,,,,,810.7950000000001,8890.0,8890.0,142641.205,1563996.0,1563996.0
2010-07-01,0.0,0.0,0.0,,,,,,,1359.101,14371.0,14371.0,178247.899,1884776.0,1884776.0
2010-08-01,100.0,1888.0,1888.0,,,,,,,490.09200000000004,5235.0,5235.0,193002.908,2061592.0,2061592.0
2010-09-01,136.0,2655.0,2655.0,,,,,,,463.79400000000004,5092.0,5092.0,134103.206,1472320.0,1472320.0
2010-10-01,0.0,0.0,0.0,,,,,,,256.863,2756.0,2756.0,149293.137,1601836.0,1601836.0
2010-11-01,0.0,0.0,0.0,,,,,,,278.978,3034.0,3034.0,125844.022,1368604.0,1368604.0
2010-12-01,0.0,0.0,0.0,,,,,,,740.916,7980.0,7980.0,103531.084,1115076.0,1115076.0
2011-01-01,0.0,0.0,0.0,,,,,,,498.048,5143.0,5143.0,142062.95,1466988.0,1466988.0
2011-02-01,0.0,0.0,0.0,,,,,,,174.491,1806.0,1806.0,133892.51,1385804.0,1385804.0
2011-03-01,0.0,0.0,0.0,,,,,,,592.959,6185.0,6185.0,133913.04,1396812.0,1396812.0
2011-04-01,0.0,0.0,0.0,,,,,,,627.465,6582.0,6582.0,122074.54,1280540.0,1280540.0
2011-05-01,0.0,0.0,0.0,,,,,,,361.671,3617.0,3617.0,183767.33,1837820.0,1837820.0
2011-06-01,272.0,4897.0,4897.0,,,,,,,825.675,8826.0,8826.0,94307.325,1008092.0,1008092.0
2011-07-01,0.0,0.0,0.0,,,,,,,1164.747,12430.0,12430.0,148036.25,1579820.0,1579820.0
2011-08-01,0.0,0.0,0.0,,,,,,,587.339,6154.0,6154.0,151024.66,1582400.0,1582400.0
2011-09-01,0.0,0.0,0.0,,,,,,,404.912,4309.0,4309.0,110698.09,1178028.0,1178028.0
2011-10-01,0.0,0.0,0.0,,,,,,,294.99,3141.0,3141.0,112881.01,1201936.0,1201936.0
2011-11-01,0.0,0.0,0.0,,,,,,,178.341,1898.0,1898.0,128322.66,1365680.0,1365680.0
2011-12-01,0.0,0.0,0.0,,,,,,,208.185,2284.0,2284.0,121658.82,1334720.0,1334720.0
2012-01-01,0.0,0.0,0.0,,,,,,,775.268,8358.0,8358.0,84956.732,915900.0,915900.0
2012-02-01,0.0,0.0,0.0,,,,,,,127.031,1430.0,1430.0,89795.969,1010844.0,1010844.0
2012-03-01,0.0,0.0,0.0,,,,,,,194.424,2054.0,2054.0,125753.58,1328528.0,1328528.0
2012-04-01,0.0,0.0,0.0,,,,,,,790.495,8090.0,8090.0,85629.505,876340.0,876340.0
2012-05-01,5.0,590.0,590.0,,,,,,,193.16,2175.0,2175.0,127654.84,1437404.0,1437404.0
2012-06-01,225.0,4484.0,4484.0,,,,,,,395.814,4413.0,4413.0,117817.19,1313564.0,1313564.0
2012-07-01,145.0,3009.0,3009.0,,,,,,,949.562,10162.0,10162.0,134732.44,1441876.0,1441876.0
2012-08-01,0.0,0.0,0.0,,,,,,,673.027,7144.0,7144.0,120151.97,1275380.0,1275380.0
2012-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,1.0,6.0,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,231.0,5770.0,5770.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,31.0,590.0,590.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,15.0,307.0,307.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,438.0,6962.0,6962.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,210.0,4366.0,4366.0,,,,,,,,,,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2014-08-01,447.0,6832.0,6832.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,158.0,3215.0,3215.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2014-12-01,196.0,2973.0,2973.0,,,,,,,,,,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-01,151.0,3542.0,3542.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-01,201.0,3693.0,3693.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-01,235.0,3841.0,3841.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2015-12-01,0.0,336.0,336.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-01,291.0,4773.0,4773.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,489.0,7794.0,7794.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,1558.0,25801.0,25801.0,,,,,,,,,,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,210.0,3599.0,3599.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,0.0,218.0,218.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,606.661,9989.0,9989.0,,,,,,,,,,0.0,0.0,0.0
2017-02-01,390.316,6425.0,6425.0,,,,,,,,,,0.0,0.0,0.0
2017-03-01,430.044,7080.0,7080.0,,,,,,,,,,0.0,0.0,0.0
2017-04-01,466.003,7670.0,7670.0,,,,,,,,,,0.0,0.0,0.0
2017-05-01,682.646,11234.0,11234.0,,,,,,,,,,0.0,0.0,0.0
2017-06-01,349.656,5753.0,5753.0,,,,,,,,,,0.0,0.0,0.0
2017-07-01,319.659,5263.0,5263.0,,,,,,,,,,0.0,0.0,0.0
2017-08-01,345.265,5682.0,5682.0,,,,,,,,,,0.0,0.0,0.0
2017-09-01,343.914,5658.0,5658.0,,,,,,,,,,0.0,0.0,0.0
2017-10-01,397.12,6537.0,6537.0,,,,,,,,,,0.0,0.0,0.0
2017-11-01,276.67,4555.0,4555.0,,,,,,,,,,0.0,0.0,0.0
2017-12-01,472.046,7770.0,7770.0,,,,,,,,,,0.0,0.0,0.0
2018-01-01,50.377,1386.0,1386.0,,,,,,,,,,0.0,0.0,0.0
2018-02-01,35.23,972.0,972.0,,,,,,,,,,0.0,0.0,0.0
2018-03-01,45.382,1254.0,1254.0,,,,,,,,,,0.0,0.0,0.0
2018-04-01,59.365,1639.0,1639.0,,,,,,,,,,0.0,0.0,0.0
2018-05-01,49.684,1369.0,1369.0,,,,,,,,,,0.0,0.0,0.0
2018-06-01,37.687,1041.0,1041.0,,,,,,,,,,0.0,0.0,0.0
2018-07-01,40.986,1133.0,1133.0,,,,,,,,,,0.0,0.0,0.0
2018-08-01,48.028,1328.0,1328.0,,,,,,,,,,0.0,0.0,0.0
2018-09-01,41.851,1156.0,1156.0,,,,,,,,,,0.0,0.0,0.0
2018-10-01,72.948,2013.0,2013.0,,,,,,,,,,0.0,0.0,0.0
2018-11-01,74.091,2047.0,2047.0,,,,,,,,,,0.0,0.0,0.0
2018-12-01,62.371,1719.0,1719.0,,,,,,,,,,0.0,0.0,0.0
2019-01-01,131.909,3347.0,3347.0,,,,,,,,,,0.0,0.0,0.0
2019-02-01,230.724,5861.0,5861.0,,,,,,,,,,0.0,0.0,0.0
2019-03-01,230.755,5861.0,5861.0,,,,,,,,,,0.0,0.0,0.0
2019-04-01,207.787,5273.0,5273.0,,,,,,,,,,0.0,0.0,0.0
2019-05-01,219.026,5564.0,5564.0,,,,,,,,,,0.0,0.0,0.0
2019-06-01,270.432,6868.0,6868.0,,,,,,,,,,0.0,0.0,0.0
2019-07-01,216.895,5506.0,5506.0,,,,,,,,,,0.0,0.0,0.0
2019-08-01,177.944,4516.0,4516.0,,,,,,,,,,0.0,0.0,0.0
2019-09-01,185.438,4708.0,4708.0,,,,,,,,,,0.0,0.0,0.0
2019-10-01,257.342,6536.0,6536.0,,,,,,,,,,0.0,0.0,0.0
2019-11-01,204.451,5191.0,5191.0,,,,,,,,,,0.0,0.0,0.0
2019-12-01,210.297,5337.0,5337.0,,,,,,,,,,0.0,0.0,0.0
2020-01-01,-29.762,518.0,518.0,,,,,,,,,,0.0,0.0,0.0
2020-02-01,-47.659,838.0,838.0,,,,,,,,,,0.0,0.0,0.0
2020-03-01,-29.022,512.0,512.0,,,,,,,,,,0.0,0.0,0.0
2020-04-01,-21.108,372.0,372.0,,,,,,,,,,0.0,0.0,0.0
2020-05-01,-30.727,541.0,541.0,,,,,,,,,,0.0,0.0,0.0
2020-06-01,-53.534,943.0,943.0,,,,,,,,,,0.0,0.0,0.0
2020-07-01,-55.22,972.0,972.0,,,,,,,,,,0.0,0.0,0.0
2020-08-01,-35.255,623.0,623.0,,,,,,,,,,0.0,0.0,0.0
2020-09-01,-40.155,704.0,704.0,,,,,,,,,,0.0,0.0,0.0
2020-10-01,-43.516,762.0,762.0,,,,,,,,,,0.0,0.0,0.0
2020-11-01,-38.653,681.0,681.0,,,,,,,,,,0.0,0.0,0.0
2020-12-01,-48.389,850.0,850.0,,,,,,,,,,0.0,0.0,0.0
2021-01-01,-44.534,1131.0,1131.0,,,,,,,,,,0.0,0.0,0.0
2021-02-01,-106.127,2703.0,2703.0,,,,,,,,,,0.0,0.0,0.0
2021-03-01,-43.927,1119.0,1119.0,,,,,,,,,,0.0,0.0,0.0
2021-04-01,-39.484,1003.0,1003.0,,,,,,,,,,0.0,0.0,0.0
2021-05-01,-33.266,847.0,847.0,,,,,,,,,,0.0,0.0,0.0
2021-06-01,-25.808,655.0,655.0,,,,,,,,,,0.0,0.0,0.0
2021-07-01,-41.71,1061.0,1061.0,,,,,,,,,,0.0,0.0,0.0
2021-08-01,-35.831,911.0,911.0,,,,,,,,,,0.0,0.0,0.0
2021-09-01,-55.261,1404.0,1404.0,,,,,,,,,,0.0,0.0,0.0
2021-10-01,-30.074,766.0,766.0,,,,,,,,,,0.0,0.0,0.0
2021-11-01,-72.407,1844.0,1844.0,,,,,,,,,,0.0,0.0,0.0
2021-12-01,-61.571,1566.0,1566.0,,,,,,,,,,0.0,0.0,0.0
2022-01-01,-42.555,3894.0,3894.0,,,,,,,,,,0.0,0.0,0.0
2022-02-01,-14.684,1342.0,1342.0,,,,,,,,,,0.0,0.0,0.0
2022-03-01,-34.471,3158.0,3158.0,,,,,,,,,,0.0,0.0,0.0
2022-04-01,-18.777,1719.0,1719.0,,,,,,,,,,0.0,0.0,0.0
2022-05-01,-22.985,2107.0,2107.0,,,,,,,,,,0.0,0.0,0.0
