measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2005-04-01,12438.313,166126.97,166126.97,14.623000000000001,293.24,293.24
2005-05-01,13654.767,182374.02,182374.02,13.581000000000001,272.34,272.34
2005-06-01,15208.579000000002,203126.83,203126.83,17.627000000000002,353.47,353.47
2005-07-01,16077.077000000001,214726.57,214726.57,17.942,359.8,359.8
2005-08-01,16255.95,217115.59,217115.59,21.077,422.67,422.67
2005-09-01,14897.223,198968.35,198968.35,13.798,276.68,276.68
2005-10-01,14067.637,187888.33,187888.33,15.322000000000001,307.26,307.26
2005-11-01,13715.294,183182.41,183182.41,12.318000000000001,247.01,247.01
2005-12-01,15317.112000000001,204576.41,204576.41,26.046000000000003,522.3,522.3
2006-01-01,14006.366,171516.0,171516.0,40.311,568.0,568.0
2006-02-01,13339.526,163350.0,163350.0,21.093,297.0,297.0
2006-03-01,13630.528,166914.0,166914.0,17.719,249.0,249.0
2006-04-01,11596.544,142007.0,142007.0,33.941,478.0,478.0
2006-05-01,12392.993,151760.0,151760.0,31.726000000000003,447.0,447.0
2006-06-01,13425.948,164409.0,164409.0,28.837,406.0,406.0
2006-07-01,15271.991,187015.0,187015.0,41.771,588.0,588.0
2006-08-01,15382.187,188364.0,188364.0,40.517,571.0,571.0
2006-09-01,12780.741,156508.0,156508.0,18.614,262.0,262.0
2006-10-01,13219.664,161883.0,161883.0,19.663,277.0,277.0
2006-11-01,13071.030999999999,160062.0,160062.0,23.154,326.0,326.0
2006-12-01,14150.481,173281.0,173281.0,25.654,361.0,361.0
2007-01-01,15406.0,202114.0,202114.0,0.9865,29.0,29.0
2007-02-01,13468.39,177009.0,177009.0,19.772,295.5,295.5
2007-03-01,7920.92,105133.0,105133.0,8.309000000000001,131.5,131.5
2007-04-01,14165.244,184582.0,184582.0,6.7065,111.0,111.0
2007-05-01,13505.932,178643.0,178643.0,63.197500000000005,855.5,855.5
2007-06-01,14943.339,198028.0,198028.0,7.9735000000000005,125.5,125.5
2007-07-01,15420.195,202051.0,202051.0,6.1235,102.0,102.0
2007-08-01,15307.135,198202.0,198202.0,15.8795,231.0,231.0
2007-09-01,13157.179,161783.0,161783.0,17.601,248.0,248.0
2007-10-01,15414.048,196689.0,196689.0,18.371,268.5,268.5
2007-11-01,13981.505000000001,176517.0,176517.0,26.63,371.0,371.0
2007-12-01,14054.306,179159.0,179159.0,16.853,242.0,242.0
2008-01-01,12908.31,166141.0,166141.0,83.345,1072.5,1072.5
2008-02-01,12566.066,159078.0,159078.0,14.967,189.5,189.5
2008-03-01,15450.048999999999,193362.0,193362.0,3.4755000000000003,43.5,43.5
2008-04-01,13343.654,170127.0,170127.0,6.173,78.5,78.5
2008-05-01,15387.775000000001,194494.0,194494.0,4.6125,58.5,58.5
2008-06-01,11888.724,153624.0,153624.0,24.138,312.0,312.0
2008-07-01,13757.631000000001,176418.0,176418.0,13.1845,169.0,169.0
2008-08-01,14200.783,182600.0,182600.0,11.108500000000001,143.0,143.0
2008-09-01,14905.952000000001,190278.0,190278.0,5.024,64.0,64.0
2008-10-01,4775.033,61402.0,61402.0,14.483500000000001,186.0,186.0
2008-11-01,2287.396,32516.0,32516.0,65.302,928.5,928.5
2008-12-01,15263.901,209880.0,209880.0,6.5495,90.0,90.0
2009-01-01,12312.744,171243.0,171243.0,17.515,255.5,255.5
2009-02-01,6758.854,95092.0,95092.0,15.2265,218.0,218.0
2009-03-01,809.435,11356.0,11356.0,8.6965,136.5,136.5
2009-04-01,1207.329,16561.0,16561.0,8.165000000000001,122.0,122.0
2009-05-01,0.0,0.0,0.0,0.271,11.5,11.5
2009-06-01,3396.141,46258.0,46258.0,15.2855,221.0,221.0
2009-07-01,0.0,0.0,0.0,0.312,14.5,14.5
2009-08-01,3735.369,52191.0,52191.0,29.613,424.0,424.0
2009-09-01,0.0,0.0,0.0,0.1915,8.5,8.5
2009-10-01,1795.959,22488.0,22488.0,25.822000000000003,334.0,334.0
2009-11-01,1850.326,23232.0,23232.0,11.593,154.0,154.0
2009-12-01,10452.713,132623.0,132623.0,25.874,337.0,337.0
2010-01-01,11645.326000000001,148206.0,148206.0,16.203000000000003,215.0,215.0
2010-02-01,10395.207,132698.0,132698.0,32.1255,420.5,420.5
2010-03-01,1225.1480000000001,16651.0,16651.0,4.991,81.5,81.5
2010-04-01,0.0,0.0,0.0,1.445,64.0,64.0
2010-05-01,1856.344,31668.0,31668.0,44.793000000000006,771.0,771.0
2010-06-01,12328.927,160357.0,160357.0,48.129000000000005,640.5,640.5
2010-07-01,10994.64,146289.0,146289.0,38.5965,523.5,523.5
2010-08-01,11646.289,151491.0,151491.0,5.166,81.5,81.5
2010-09-01,0.0,0.0,0.0,1.331,29.0,29.0
2010-10-01,0.0,0.0,0.0,1.306,29.0,29.0
2010-11-01,0.0,0.0,0.0,1.2365000000000002,26.0,26.0
2010-12-01,1649.257,21201.0,21201.0,33.60850000000001,442.0,442.0
2011-01-01,8960.179,113190.0,113190.0,89.9345,1204.5,1204.5
2011-02-01,4594.975,57703.0,57703.0,11.9775,186.5,186.5
2011-03-01,0.0,0.0,0.0,9.5725,157.0,157.0
2011-04-01,0.0,0.0,0.0,8.2115,134.0,134.0
2011-05-01,4388.729,57658.0,57658.0,59.304,829.5,829.5
2011-06-01,4237.23,55153.0,55153.0,31.89,463.0,463.0
2011-07-01,11165.849,165585.0,165585.0,56.677499999999995,860.0,860.0
2011-08-01,10547.094,155166.0,155166.0,19.027,293.5,293.5
2011-09-01,0.0,0.0,0.0,10.7385,177.5,177.5
2011-10-01,0.0,0.0,0.0,13.24,218.5,218.5
2011-11-01,0.0,0.0,0.0,11.528,189.0,189.0
2011-12-01,3731.765,47229.0,47229.0,37.4885,535.0,535.0
2012-01-01,0.0,0.0,0.0,9.214,168.5,168.5
2012-02-01,0.0,0.0,0.0,12.089,212.0,212.0
2012-03-01,0.0,0.0,0.0,8.775,154.0,154.0
2012-04-01,3901.887,54493.0,54493.0,27.963,429.5,429.5
2012-05-01,11.468,132.0,132.0,12.874,209.0,209.0
2012-06-01,0.0,0.0,0.0,9.522,168.5,168.5
2012-07-01,0.0,0.0,0.0,11.013,194.5,194.5
2012-08-01,0.0,0.0,0.0,9.1385,160.0,160.0
2012-09-01,0.0,0.0,0.0,9.6285,168.5,168.5
2012-10-01,0.0,0.0,0.0,11.732,206.5,206.5
2012-11-01,0.0,0.0,0.0,15.7665,279.0,279.0
2012-12-01,0.0,0.0,0.0,9.107,160.0,160.0
2013-01-01,0.0,0.0,0.0,4.79,87.0,87.0
2013-02-01,0.0,0.0,0.0,2.118,35.0,35.0
2013-03-01,0.0,0.0,0.0,3.157,52.0,52.0
2013-04-01,0.0,0.0,0.0,3.209,52.0,52.0
2013-05-01,0.0,0.0,0.0,6.97,116.0,116.0
2013-06-01,0.0,0.0,0.0,4.144,70.0,70.0
2013-07-01,0.0,0.0,0.0,4.506,75.0,75.0
2013-08-01,0.0,0.0,0.0,3.713,64.0,64.0
2013-09-01,0.0,0.0,0.0,2.962,52.0,52.0
2013-10-01,0.0,0.0,0.0,3.363,58.0,58.0
2013-11-01,0.0,0.0,0.0,3.53,58.0,58.0
2013-12-01,0.0,0.0,0.0,2.538,41.0,41.0
2014-01-01,0.0,0.0,0.0,7.486,163.0,163.0
2014-02-01,0.0,0.0,0.0,8.697,186.0,186.0
2014-03-01,0.0,0.0,0.0,9.534,204.0,204.0
2014-04-01,0.0,0.0,0.0,6.054,134.0,134.0
2014-05-01,0.0,0.0,0.0,8.01,175.0,175.0
2014-06-01,0.0,0.0,0.0,5.857,128.0,128.0
2014-07-01,0.0,0.0,0.0,5.736,122.0,122.0
2014-08-01,0.0,0.0,0.0,7.137,157.0,157.0
2014-09-01,0.0,0.0,0.0,6.774,146.0,146.0
2014-10-01,0.0,0.0,0.0,4.604,99.0,99.0
2014-11-01,0.0,0.0,0.0,6.711,146.0,146.0
2014-12-01,0.0,0.0,0.0,6.4,140.0,140.0
2015-01-01,0.0,0.0,0.0,2.252,52.0,52.0
2015-02-01,0.0,0.0,0.0,2.41,64.0,64.0
2015-03-01,0.0,0.0,0.0,2.135,52.0,52.0
2015-04-01,0.0,0.0,0.0,2.332,58.0,58.0
2015-05-01,0.0,0.0,0.0,2.431,64.0,64.0
2015-06-01,0.0,0.0,0.0,2.938,75.0,75.0
2015-07-01,0.0,0.0,0.0,2.062,52.0,52.0
2015-08-01,0.0,0.0,0.0,2.503,64.0,64.0
2015-09-01,0.0,0.0,0.0,3.431,87.0,87.0
2015-10-01,0.0,0.0,0.0,1.981,52.0,52.0
2015-11-01,0.0,0.0,0.0,2.959,75.0,75.0
2015-12-01,0.0,0.0,0.0,3.566,93.0,93.0
2016-01-01,0.0,0.0,0.0,41.71,621.0,621.0
2016-02-01,0.0,0.0,0.0,42.95,644.0,644.0
2016-03-01,0.0,0.0,0.0,30.811,458.0,458.0
2016-04-01,0.0,0.0,0.0,32.003,476.0,476.0
2016-05-01,0.0,0.0,0.0,36.557,545.0,545.0
2016-06-01,0.0,0.0,0.0,22.058,331.0,331.0
2016-07-01,0.0,0.0,0.0,20.205,302.0,302.0
2016-08-01,0.0,0.0,0.0,24.286,365.0,365.0
2016-09-01,0.0,0.0,0.0,15.361,232.0,232.0
2016-10-01,0.0,0.0,0.0,18.291,273.0,273.0
2016-11-01,0.0,0.0,0.0,21.631,325.0,325.0
2016-12-01,0.0,0.0,0.0,30.137,452.0,452.0
2017-01-01,0.0,0.0,0.0,24.363,423.0,423.0
2017-02-01,0.0,0.0,0.0,15.674,273.0,273.0
2017-03-01,0.0,0.0,0.0,17.269,296.0,296.0
2017-04-01,0.0,0.0,0.0,18.714,325.0,325.0
2017-05-01,0.0,0.0,0.0,27.413,476.0,476.0
2017-06-01,0.0,0.0,0.0,14.041,244.0,244.0
2017-07-01,0.0,0.0,0.0,12.837,220.0,220.0
2017-08-01,0.0,0.0,0.0,13.865,238.0,238.0
2017-09-01,0.0,0.0,0.0,13.811,238.0,238.0
2017-10-01,0.0,0.0,0.0,15.947,278.0,278.0
2017-11-01,0.0,0.0,0.0,11.11,191.0,191.0
2017-12-01,0.0,0.0,0.0,18.956,325.0,325.0
2018-01-01,0.0,0.0,0.0,20.215,412.0,412.0
2018-02-01,0.0,0.0,0.0,14.138,284.0,284.0
2018-03-01,0.0,0.0,0.0,18.212,371.0,371.0
2018-04-01,0.0,0.0,0.0,23.823,481.0,481.0
2018-05-01,0.0,0.0,0.0,19.938,406.0,406.0
2018-06-01,0.0,0.0,0.0,15.124,307.0,307.0
2018-07-01,0.0,0.0,0.0,16.447,336.0,336.0
2018-08-01,0.0,0.0,0.0,19.273,389.0,389.0
2018-09-01,0.0,0.0,0.0,16.795,342.0,342.0
2018-10-01,0.0,0.0,0.0,29.274,592.0,592.0
2018-11-01,0.0,0.0,0.0,29.732,603.0,603.0
2018-12-01,0.0,0.0,0.0,25.029,510.0,510.0
2019-01-01,0.0,0.0,0.0,12.345,220.0,220.0
2019-02-01,0.0,0.0,0.0,21.593,394.0,394.0
2019-03-01,0.0,0.0,0.0,21.596,394.0,394.0
2019-04-01,0.0,0.0,0.0,19.447,354.0,354.0
2019-05-01,0.0,0.0,0.0,20.499,371.0,371.0
2019-06-01,0.0,0.0,0.0,25.31,458.0,458.0
2019-07-01,0.0,0.0,0.0,20.299,371.0,371.0
2019-08-01,0.0,0.0,0.0,16.654,302.0,302.0
2019-09-01,0.0,0.0,0.0,17.355,313.0,313.0
2019-10-01,0.0,0.0,0.0,24.085,435.0,435.0
2019-11-01,0.0,0.0,0.0,19.135,348.0,348.0
2019-12-01,0.0,0.0,0.0,19.682,360.0,360.0
2020-01-01,0.0,0.0,0.0,11.828,203.0,203.0
2020-02-01,0.0,0.0,0.0,18.943,336.0,336.0
2020-03-01,0.0,0.0,0.0,11.535,203.0,203.0
2020-04-01,0.0,0.0,0.0,8.39,151.0,151.0
2020-05-01,0.0,0.0,0.0,12.213,215.0,215.0
2020-06-01,0.0,0.0,0.0,21.278,377.0,377.0
2020-07-01,0.0,0.0,0.0,21.948,389.0,389.0
2020-08-01,0.0,0.0,0.0,14.013,249.0,249.0
2020-09-01,0.0,0.0,0.0,15.96,284.0,284.0
2020-10-01,0.0,0.0,0.0,17.296,307.0,307.0
2020-11-01,0.0,0.0,0.0,15.363,273.0,273.0
2020-12-01,0.0,0.0,0.0,19.233,342.0,342.0
2021-01-01,0.0,0.0,0.0,91.788,1485.0,1485.0
2021-02-01,0.0,0.0,0.0,218.729,3550.0,3550.0
2021-03-01,0.0,0.0,0.0,90.534,1467.0,1467.0
2021-04-01,0.0,0.0,0.0,81.377,1322.0,1322.0
2021-05-01,0.0,0.0,0.0,68.562,1114.0,1114.0
2021-06-01,0.0,0.0,0.0,53.19,864.0,864.0
2021-07-01,0.0,0.0,0.0,85.965,1398.0,1398.0
2021-08-01,0.0,0.0,0.0,73.847,1201.0,1201.0
2021-09-01,0.0,0.0,0.0,113.894,1850.0,1850.0
2021-10-01,0.0,0.0,0.0,61.983,1003.0,1003.0
2021-11-01,0.0,0.0,0.0,149.233,2424.0,2424.0
2021-12-01,0.0,0.0,0.0,126.898,2059.0,2059.0
2022-01-01,0.0,0.0,0.0,58.249,992.0,992.0
2022-02-01,0.0,0.0,0.0,20.099,342.0,342.0
2022-03-01,0.0,0.0,0.0,47.183,800.0,800.0
2022-04-01,0.0,0.0,0.0,25.702,435.0,435.0
2022-05-01,0.0,0.0,0.0,31.461,534.0,534.0
2022-06-01,0.0,0.0,0.0,33.047,563.0,563.0
2022-07-01,0.0,0.0,0.0,13.457,226.0,226.0
2022-08-01,0.0,0.0,0.0,27.453,464.0,464.0
2022-09-01,0.0,0.0,0.0,21.106,360.0,360.0
2022-10-01,0.0,0.0,0.0,24.358,412.0,412.0
2022-11-01,0.0,0.0,0.0,32.759,557.0,557.0
2022-12-01,0.0,0.0,0.0,77.126,1311.0,1311.0
2023-01-01,0.0,0.0,0.0,7.593,186.0,186.0
2023-02-01,0.0,0.0,0.0,8.524,191.0,191.0
2023-03-01,0.0,0.0,0.0,7.26,162.0,162.0
2023-04-01,0.0,0.0,0.0,4.107,93.0,93.0
2023-05-01,0.0,0.0,0.0,2.905,64.0,64.0
2023-06-01,0.0,0.0,0.0,2.931,64.0,64.0
2023-07-01,0.0,0.0,0.0,3.938,87.0,87.0
2023-08-01,0.0,0.0,0.0,2.997,70.0,70.0
2023-09-01,0.0,0.0,0.0,5.991,133.0,133.0
2023-10-01,0.0,0.0,0.0,4.879,110.0,110.0
2023-11-01,0.0,0.0,0.0,7.806,174.0,174.0
2023-12-01,0.0,0.0,0.0,5.069,116.0,116.0
2024-01-01,0.0,0.0,0.0,6.288,754.0,754.0
2024-02-01,0.0,0.0,0.0,13.269,1589.0,1589.0
2024-03-01,0.0,0.0,0.0,11.802,1415.0,1415.0
2024-04-01,0.0,0.0,0.0,13.197,1578.0,1578.0
2024-05-01,0.0,0.0,0.0,20.263,2424.0,2424.0
2024-06-01,0.0,0.0,0.0,7.918,945.0,945.0
2024-07-01,0.0,0.0,0.0,16.674,1995.0,1995.0
2024-08-01,0.0,0.0,0.0,10.071,1206.0,1206.0
2024-09-01,0.0,0.0,0.0,16.888,2018.0,2018.0
2024-10-01,0.0,0.0,0.0,9.381,1125.0,1125.0
2024-11-01,0.0,0.0,0.0,16.065,1920.0,1920.0
2024-12-01,0.0,0.0,0.0,19.184,2297.0,2297.0
