measured_on,"Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-10-01,6095.5415,91035.0,91035.0,202.417,3022.0,3022.0
2004-11-01,6095.5415,91035.0,91035.0,202.417,3022.0,3022.0
2004-12-01,6095.5415,91035.0,91035.0,202.417,3022.0,3022.0
2005-01-01,6229.0560000000005,91981.91,91981.91,,,
2005-02-01,5556.807500000001,82055.09,82055.09,,,
2005-03-01,6346.643,93718.26500000001,93718.26500000001,,,
2005-04-01,6333.523,93524.525,93524.525,,,
2005-05-01,6962.788500000001,102816.625,102816.625,,,
2005-06-01,6898.1105,101861.565,101861.565,,,
2005-07-01,7142.6245,105472.2,105472.2,,,
2005-08-01,7110.342500000001,104995.5,104995.5,,,
2005-09-01,6697.895,98905.055,98905.055,,,
2005-10-01,6761.028,99837.315,99837.315,,,
2005-11-01,6809.498,100553.04999999999,100553.04999999999,,,
2005-12-01,6824.684,100777.3,100777.3,,,
2007-01-01,,,,232.816,4131.0,4131.0
2007-02-01,,,,196.918,3555.0,3555.0
2007-03-01,,,,209.75900000000001,3616.0,3616.0
2007-04-01,,,,138.961,2737.0,2737.0
2007-05-01,,,,193.97400000000002,3525.0,3525.0
2007-06-01,,,,196.346,3727.0,3727.0
2007-07-01,,,,175.14100000000002,3121.0,3121.0
2007-08-01,,,,181.264,3555.0,3555.0
2007-09-01,,,,130.595,2404.0,2404.0
2007-10-01,,,,192.673,3626.0,3626.0
2007-11-01,,,,165.55200000000002,3000.0,3000.0
2007-12-01,,,,266.585,4888.0,4888.0
2008-01-01,,,,207.39600000000002,3949.0,3949.0
2008-02-01,,,,199.727,3747.0,3747.0
2008-03-01,,,,152.49,3141.0,3141.0
2008-04-01,,,,196.501,3525.0,3525.0
2008-05-01,,,,187.93,3636.0,3636.0
2008-06-01,,,,215.303,3707.0,3707.0
2008-07-01,,,,104.699,2030.0,2030.0
2008-08-01,,,,190.055,3990.0,3990.0
2008-09-01,,,,195.46900000000002,3889.0,3889.0
2008-10-01,,,,225.76600000000002,4414.0,4414.0
2008-11-01,,,,190.847,3798.0,3798.0
2008-12-01,,,,228.597,4868.0,4868.0
2009-01-01,,,,190.636,3878.0,3878.0
2009-02-01,,,,192.758,3727.0,3727.0
2009-03-01,,,,285.976,5767.0,5767.0
2009-04-01,,,,166.418,3232.0,3232.0
2009-05-01,,,,215.252,4868.0,4868.0
2009-06-01,,,,147.815,2838.0,2838.0
2009-07-01,,,,184.791,3969.0,3969.0
2009-08-01,,,,134.18,2798.0,2798.0
2009-09-01,,,,237.11800000000002,4464.0,4464.0
2009-10-01,,,,175.95100000000002,3414.0,3414.0
2009-11-01,,,,158.187,3000.0,3000.0
2009-12-01,,,,236.863,4616.0,4616.0
2010-01-01,,,,229.693,4787.0,4787.0
2010-02-01,,,,285.106,5575.0,5575.0
2010-03-01,,,,218.145,4515.0,4515.0
2010-04-01,,,,257.981,4959.0,4959.0
2010-05-01,,,,261.44100000000003,4868.0,4868.0
2010-06-01,,,,196.261,3353.0,3353.0
2010-07-01,,,,198.82600000000002,3899.0,3899.0
2010-08-01,,,,175.44400000000002,3091.0,3091.0
2010-09-01,,,,145.047,2727.0,2727.0
2010-10-01,,,,113.39,2091.0,2091.0
2010-11-01,,,,57.392,1091.0,1091.0
2010-12-01,,,,204.631,3616.0,3616.0
2011-01-01,,,,224.131,4101.0,4101.0
2011-02-01,,,,148.273,2969.0,2969.0
2011-03-01,,,,269.793,5222.0,5222.0
2011-04-01,,,,233.473,4606.0,4606.0
2011-05-01,,,,222.522,3939.0,3939.0
2011-06-01,,,,185.46,3363.0,3363.0
2011-07-01,,,,226.084,4293.0,4293.0
2011-08-01,,,,256.506,4606.0,4606.0
2011-09-01,,,,194.856,3818.0,3818.0
2011-10-01,,,,219.007,4464.0,4464.0
2011-11-01,,,,304.995,5606.0,5606.0
2011-12-01,,,,269.206,4989.0,4989.0
2012-01-01,,,,405.284,7494.0,7494.0
2012-02-01,,,,115.312,2343.0,2343.0
2012-03-01,,,,224.707,4505.0,4505.0
2012-04-01,,,,190.446,3596.0,3596.0
2012-05-01,,,,285.92,5383.0,5383.0
2012-06-01,,,,287.976,5818.0,5818.0
2012-07-01,,,,422.477,8262.0,8262.0
2012-08-01,,,,279.344,6010.0,6010.0
2012-09-01,,,,214.239,4484.0,4484.0
2012-10-01,,,,339.854,6424.0,6424.0
2012-11-01,,,,343.82,7575.0,7575.0
2012-12-01,,,,416.165,7807.0,7807.0
