measured_on,"Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2009-09-01,,,,271.546,10450.0,10450.0
2009-10-01,,,,57.387,2937.0,2937.0
2009-11-01,,,,51.883,1816.0,1816.0
2009-12-01,,,,85.396,2461.0,2461.0
2010-01-01,,,,185.66500000000002,4221.0,4221.0
2010-02-01,,,,42.538000000000004,1062.0,1062.0
2010-03-01,,,,173.21200000000002,4168.0,4168.0
2010-04-01,,,,185.764,4964.0,4964.0
2010-05-01,,,,186.979,4380.0,4380.0
2010-06-01,,,,296.425,7518.0,7518.0
2010-07-01,,,,368.868,11280.0,11280.0
2010-08-01,,,,221.77100000000002,7090.0,7090.0
2010-09-01,,,,71.285,2001.0,2001.0
2010-10-01,,,,171.93900000000002,5067.0,5067.0
2010-11-01,,,,32.166000000000004,830.0,830.0
2010-12-01,,,,10.625,257.0,257.0
2011-01-01,,,,637.611,8141.0,8141.0
2011-02-01,,,,437.657,7484.0,7484.0
2011-03-01,,,,671.824,8235.0,8235.0
2011-04-01,,,,412.948,5811.0,5811.0
2011-05-01,,,,577.567,7179.0,7179.0
2011-06-01,,,,776.467,9542.0,9542.0
2011-07-01,,,,693.177,9301.0,9301.0
2011-08-01,,,,542.507,7500.0,7500.0
2011-09-01,,,,607.735,8018.0,8018.0
2011-10-01,,,,584.218,7732.0,7732.0
2011-11-01,,,,564.279,7286.0,7286.0
2011-12-01,,,,461.207,7313.0,7313.0
2012-01-01,,,,119.224,6837.0,6837.0
2012-02-01,,,,64.61,2351.0,2351.0
2012-03-01,,,,0.0,0.0,0.0
2012-04-01,,,,0.0,0.0,0.0
2012-05-01,,,,0.0,0.0,0.0
2012-06-01,,,,0.0,0.0,0.0
2012-07-01,,,,0.0,0.0,0.0
2012-08-01,,,,0.0,0.0,0.0
2012-09-01,,,,0.0,0.0,0.0
2012-10-01,,,,0.0,0.0,0.0
2012-11-01,,,,0.0,0.0,0.0
2012-12-01,,,,0.0,0.0,0.0
2013-01-01,,,,31.198,4788.0,4788.0
2013-02-01,,,,159.869,5042.0,5042.0
2013-03-01,,,,146.669,4020.0,4020.0
2013-04-01,,,,29.766,703.0,703.0
2013-05-01,,,,11.482,274.0,274.0
2013-06-01,,,,23.922,540.0,540.0
2013-07-01,,,,183.84,5010.0,5010.0
2013-08-01,,,,87.536,2224.0,2224.0
2013-09-01,,,,144.063,3611.0,3611.0
2013-10-01,,,,79.751,1873.0,1873.0
2013-11-01,,,,18.579,421.0,421.0
2013-12-01,,,,20.142,464.0,464.0
2014-01-01,,,,0.076,2.0,2.0
2014-02-01,,,,0.059,2.0,2.0
2014-03-01,,,,0.079,2.0,2.0
2014-04-01,,,,0.061,2.0,2.0
2014-05-01,,,,0.082,2.0,2.0
2014-06-01,,,,0.057,2.0,2.0
2014-07-01,,,,0.085,2.0,2.0
2014-08-01,,,,0.061,2.0,2.0
2014-09-01,,,,0.076,2.0,2.0
2014-10-01,,,,0.072,2.0,2.0
2014-11-01,,,,0.025,2.0,2.0
2014-12-01,,,,0.0,0.0,0.0
2015-01-01,,,,0.0,0.0,0.0
2015-02-01,,,,3.283,78.0,78.0
2015-03-01,,,,2.507,58.0,58.0
2015-04-01,,,,4.635,109.0,109.0
2015-05-01,,,,3.082,71.0,71.0
2015-06-01,,,,5.341,122.0,122.0
2015-07-01,,,,11.917,291.0,291.0
2015-08-01,,,,14.231,321.0,321.0
2015-09-01,,,,10.544,249.0,249.0
2015-10-01,,,,9.915,229.0,229.0
2015-11-01,,,,23.143,528.0,528.0
2015-12-01,,,,4.909,112.0,112.0
2016-01-01,,,,15.089,344.0,344.0
2016-02-01,,,,14.76,346.0,346.0
2016-03-01,,,,4.899,109.0,109.0
2016-04-01,,,,22.236,496.0,496.0
2016-05-01,,,,7.949,178.0,178.0
2016-06-01,,,,16.514,385.0,385.0
2016-07-01,,,,11.105,260.0,260.0
2016-08-01,,,,36.539,881.0,881.0
2016-09-01,,,,26.954,653.0,653.0
2016-10-01,,,,4.649,108.0,108.0
2016-11-01,,,,4.056,90.0,90.0
2016-12-01,,,,3.174,72.0,72.0
2017-01-01,,,,43.602,970.0,970.0
2017-02-01,,,,53.112,1195.0,1195.0
2017-03-01,,,,31.821,718.0,718.0
2017-04-01,,,,168.364,3759.0,3759.0
2017-05-01,,,,19.323,430.0,430.0
2017-06-01,,,,177.899,4475.0,4475.0
2017-07-01,,,,143.642,3304.0,3304.0
2017-08-01,,,,190.835,4526.0,4526.0
2017-09-01,,,,57.585,1341.0,1341.0
2017-10-01,,,,69.814,1661.0,1661.0
2017-11-01,,,,20.564,450.0,450.0
2017-12-01,,,,16.861,392.0,392.0
2018-01-01,,,,30.883,690.0,690.0
2018-02-01,,,,71.363,1684.0,1684.0
2018-03-01,,,,34.897,814.0,814.0
2018-04-01,,,,80.247,2112.0,2112.0
2018-05-01,,,,256.763,6238.0,6238.0
2018-06-01,,,,365.669,8936.0,8936.0
2018-07-01,,,,271.36,8659.0,8659.0
2018-08-01,,,,498.265,14167.0,14167.0
2018-09-01,,,,485.668,12643.0,12643.0
2018-10-01,,,,131.497,3000.0,3000.0
2018-11-01,,,,0.0,0.0,0.0
2018-12-01,,,,169.454,4415.0,4415.0
2019-01-01,,,,652.419,16794.0,16794.0
2019-02-01,,,,217.212,5268.0,5268.0
2019-03-01,,,,85.038,2232.0,2232.0
2019-04-01,,,,6.842,175.0,175.0
2019-05-01,,,,0.0,0.0,0.0
2019-06-01,,,,0.0,0.0,0.0
2019-07-01,,,,318.428,8077.0,8077.0
2019-08-01,,,,313.122,8117.0,8117.0
2019-09-01,,,,255.517,6450.0,6450.0
2019-10-01,,,,71.618,1689.0,1689.0
2019-11-01,,,,75.605,2478.0,2478.0
2019-12-01,,,,0.0,0.0,0.0
2020-01-01,,,,31.461,694.0,694.0
2020-02-01,,,,12.858,294.0,294.0
2020-03-01,,,,28.226,663.0,663.0
2020-04-01,,,,30.41,699.0,699.0
2020-05-01,,,,35.281,1195.0,1195.0
2020-06-01,,,,0.0,315.0,315.0
2020-07-01,,,,7.333,164.0,164.0
2020-08-01,,,,63.075,1498.0,1498.0
2020-09-01,,,,40.752,926.0,926.0
2020-10-01,,,,67.827,1475.0,1475.0
2020-11-01,,,,132.2,3016.0,3016.0
2020-12-01,,,,127.931,1706.0,1706.0
2021-01-01,,,,238.524,9703.0,9703.0
2021-02-01,,,,0.0,0.0,0.0
2021-03-01,,,,0.0,0.0,0.0
2021-04-01,,,,0.0,0.0,0.0
2021-05-01,,,,0.0,0.0,0.0
2021-06-01,,,,0.0,0.0,0.0
2021-07-01,,,,0.0,0.0,0.0
2021-08-01,,,,0.0,0.0,0.0
2021-09-01,,,,0.0,0.0,0.0
2021-10-01,,,,0.0,0.0,0.0
2021-11-01,,,,0.0,0.0,0.0
2021-12-01,,,,0.0,0.0,0.0
