measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2009-09-01,9430.0,146193.0,197562.0,,,
2009-10-01,8220.0,129508.0,294770.0,,,
2009-11-01,8381.0,127006.0,294188.0,,,
2009-12-01,8100.0,125220.0,322651.0,0.0,0.0,0.0
2010-01-01,9603.0,144214.0,359037.0,,,
2010-02-01,9323.0,138186.0,329989.0,,,
2010-03-01,8942.0,137583.0,323459.0,,,
2010-04-01,9012.0,137469.0,308309.0,,,
2010-05-01,10775.0,159215.0,332716.0,,,
2010-06-01,11057.0,160694.0,330023.0,,,
2010-07-01,12556.0,181985.0,365058.0,,,
2010-08-01,11738.0,174262.0,350655.0,,,
2010-09-01,10092.0,152073.0,319196.0,,,
2010-10-01,10136.0,153267.0,342921.0,,,
2010-11-01,9672.0,146557.0,306447.0,,,
2010-12-01,12622.0,184498.0,373573.0,,,
2011-01-01,13864.0,205016.0,407047.0,,,
2011-02-01,10063.0,148809.0,324193.0,,,
2011-03-01,9013.0,133273.0,335301.0,,,
2011-04-01,11334.0,167609.0,314734.0,,,
2011-05-01,11404.0,168621.0,329270.0,,,
2011-06-01,11384.0,168337.0,327204.0,,,
2011-07-01,11654.0,172340.0,349064.0,,,
2011-08-01,11933.0,176457.0,350932.0,,,
2011-09-01,11350.0,167848.0,338253.0,,,
2011-10-01,11149.0,164856.0,334309.0,,,
2011-11-01,10629.0,157179.0,316981.0,,,
2011-12-01,10838.0,160284.0,334935.0,,,
2012-01-01,9845.0,157646.0,360991.0,,,
2012-02-01,10051.0,160955.0,314597.0,,,
2012-03-01,5108.0,81820.0,186426.0,,,
2012-04-01,1194.0,19141.0,42399.0,,,
2012-05-01,0.0,0.0,0.0,,,
2012-06-01,0.0,0.0,0.0,,,
2012-07-01,0.0,0.0,0.0,,,
2012-08-01,0.0,0.0,0.0,,,
2012-09-01,0.0,0.0,0.0,,,
2012-10-01,0.0,0.0,0.0,,,
2012-11-01,0.0,0.0,0.0,,,
2012-12-01,0.0,0.0,0.0,,,
