measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2006-11-01,0.0,0.0,0.0,2295.0,41147.0,41147.0,,,
2006-12-01,0.0,0.0,0.0,6121.0,89553.0,89553.0,,,
2007-01-01,427.189,6096.0,6096.0,4949.9055,70633.0,70633.0,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0,2951.5,43022.0,43022.0,0.0,0.0,0.0
2007-03-01,399.77700000000004,5556.0,5556.0,5774.1115,80253.0,80253.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,2396.0,36646.0,36646.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,2429.5,34106.0,34106.0,0.0,0.0,0.0
2007-06-01,0.447,6.0,6.0,7824.7765,101491.5,101491.5,0.0,0.0,0.0
2007-07-01,141.286,1763.0,1763.0,10127.357,126385.5,126385.5,0.0,0.0,0.0
2007-08-01,1172.797,24070.0,24070.0,8696.6015,157970.0,157970.0,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0,7526.0,99676.0,99676.0,0.0,0.0,0.0
2007-10-01,640.976,8555.0,8555.0,5989.512,79941.0,79941.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,7363.0,67983.0,67983.0,0.0,0.0,0.0
2007-12-01,90.72,1380.0,1380.0,7319.64,111375.5,111375.5,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0,880.5,15087.5,15087.5,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,4174.5,53678.0,53678.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,2663.0,38326.5,38326.5,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,2032.5,28620.0,28620.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,1377.0,22069.5,22069.5,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,3395.5,47777.5,47777.5,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,2088.5,31731.5,31731.5,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,4535.5,62736.5,62736.5,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,322.5,7557.5,7557.5,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,986.0,16967.0,16967.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,3638.0,51962.0,51962.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,6994.0,98609.0,98609.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,305.0,6511.5,6511.5,,,
2009-02-01,0.0,0.0,0.0,277.0,5745.5,5745.5,,,
2009-03-01,0.0,0.0,0.0,1391.5,18697.0,18697.0,,,
2009-04-01,0.0,0.0,0.0,-39.0,1267.0,1267.0,,,
2009-05-01,0.0,0.0,0.0,541.5,9520.0,9520.0,,,
2009-06-01,0.0,0.0,0.0,1648.5,24153.0,24153.0,,,
2009-07-01,0.0,0.0,0.0,1243.0,18057.0,18057.0,,,
2009-08-01,0.0,0.0,0.0,1243.0,31276.0,31276.0,,,
2009-09-01,0.0,0.0,0.0,387.5,7930.5,7930.5,,,
2009-10-01,0.0,0.0,0.0,495.5,8517.0,8517.0,,,
2009-11-01,0.0,0.0,0.0,1624.0,23906.0,23906.0,,,
2009-12-01,0.0,0.0,0.0,4951.0,66695.0,66695.0,,,
2010-01-01,0.0,0.0,0.0,2437.0,36236.5,36236.5,,,
2010-02-01,0.0,0.0,0.0,2906.5,31699.0,31699.0,,,
2010-03-01,0.0,0.0,0.0,1417.0,18141.5,18141.5,,,
2010-04-01,,,,1962.5,22150.5,22150.5,,,
2010-05-01,,,,4316.0,57644.0,57644.0,,,
2010-06-01,,,,2998.0,41039.0,41039.0,,,
2010-07-01,,,,1390.0,13532.5,13532.5,,,
2010-08-01,,,,3520.0,49697.5,49697.5,,,
2010-09-01,,,,1206.0,16876.0,16876.0,,,
2010-10-01,,,,846.0,6942.5,6942.5,,,
2010-11-01,,,,153.0,2436.0,2436.0,,,
2010-12-01,,,,727.5,12924.0,12924.0,,,
2011-01-01,,,,2164.0,43036.0,43036.0,,,
2011-02-01,,,,13762.0,192824.0,192824.0,,,
2011-03-01,,,,2259.0,34026.0,34026.0,,,
2011-04-01,,,,5528.0,79269.0,79269.0,,,
2011-05-01,,,,1292.0,21121.0,21121.0,,,
2011-06-01,,,,2360.0,34387.0,34387.0,,,
2011-07-01,,,,15346.0,222957.0,222957.0,,,
2011-08-01,,,,27377.0,387604.0,387604.0,,,
2011-09-01,0.0,0.0,0.0,3723.0,57759.0,57759.0,,,
2011-10-01,0.0,0.0,0.0,3591.0,57653.0,57653.0,,,
2011-11-01,0.0,0.0,0.0,3995.0,62045.0,62045.0,,,
2011-12-01,0.0,0.0,0.0,1396.0,22860.0,22860.0,,,
2012-01-01,0.0,0.0,0.0,1898.0,31155.0,31155.0,,,
2012-02-01,0.0,0.0,0.0,-7.0,85.0,85.0,,,
2012-03-01,0.0,0.0,0.0,3952.0,60551.0,60551.0,,,
2012-04-01,0.0,0.0,0.0,2621.0,36624.0,36624.0,,,
2012-05-01,0.0,0.0,0.0,2980.0,44597.0,44597.0,,,
2012-06-01,0.0,0.0,0.0,4058.0,56998.0,56998.0,,,
2012-07-01,0.0,0.0,0.0,3726.0,52993.0,52993.0,,,
2012-08-01,0.0,0.0,0.0,7841.0,107974.0,107974.0,,,
2012-09-01,0.0,0.0,0.0,1965.0,22616.0,22616.0,,,
2012-10-01,0.0,0.0,0.0,4911.0,88588.0,88588.0,,,
2012-11-01,0.0,0.0,0.0,1493.0,23827.0,23827.0,,,
2012-12-01,0.0,0.0,0.0,802.0,18091.0,18091.0,,,
2013-01-01,0.0,0.0,0.0,164.0,3053.0,3053.0,,,
2013-02-01,0.0,0.0,0.0,496.0,11879.0,11879.0,,,
2013-03-01,0.0,0.0,0.0,728.0,12887.0,12887.0,,,
2013-04-01,0.0,0.0,0.0,2382.0,48616.0,48616.0,,,
2013-05-01,0.0,0.0,0.0,2667.0,41356.0,41356.0,,,
2013-06-01,0.0,0.0,0.0,3424.0,51496.0,51496.0,,,
2013-07-01,0.0,0.0,0.0,3133.0,51856.0,51856.0,,,
2013-08-01,0.0,0.0,0.0,6947.0,109110.0,109110.0,,,
2013-09-01,0.0,0.0,0.0,7541.0,117843.0,117843.0,,,
2013-10-01,0.0,0.0,0.0,1193.0,19597.0,19597.0,,,
2013-11-01,0.0,0.0,0.0,1535.0,23177.0,23177.0,,,
2013-12-01,0.0,0.0,0.0,251.0,4399.0,4399.0,,,
2014-01-01,0.0,0.0,0.0,3791.0,51070.0,51070.0,,,
2014-02-01,0.0,0.0,0.0,2730.0,40037.0,40037.0,,,
2014-03-01,0.0,0.0,0.0,4791.0,52459.0,52459.0,,,
2014-04-01,0.0,0.0,0.0,181.0,3022.0,3022.0,,,
2014-05-01,0.0,0.0,0.0,80.0,1782.0,1782.0,,,
2014-06-01,0.0,0.0,0.0,271.0,4442.0,4442.0,,,
2014-07-01,10.972,186.0,186.0,703.028,11893.0,11893.0,,,
2014-08-01,16.617,244.0,244.0,3308.383,48501.0,48501.0,,,
2014-09-01,0.0,0.0,0.0,243.0,4259.0,4259.0,,,
2014-10-01,25.185,441.0,441.0,709.815,12424.0,12424.0,,,
2014-11-01,16.344,249.0,249.0,904.656,13805.0,13805.0,,,
2014-12-01,8.024,249.0,249.0,73.976,2299.0,2299.0,,,
2015-01-01,9.323,249.0,249.0,182.677,4887.0,4887.0,,,
2015-02-01,14.591,249.0,249.0,1485.409,25391.0,25391.0,,,
2015-03-01,12.754,203.0,203.0,1129.246,17974.0,17974.0,,,
2015-04-01,9.624,191.0,191.0,171.376,3408.0,3408.0,,,
2015-05-01,13.856,232.0,232.0,1154.144,19325.0,19325.0,,,
2015-06-01,12.092,209.0,209.0,290.908,5023.0,5023.0,,,
2015-07-01,14.415,209.0,209.0,2276.585,32976.0,32976.0,,,
2015-08-01,15.69,220.0,220.0,5447.31,76519.0,76519.0,,,
2015-09-01,9.17,197.0,197.0,148.83,3201.0,3201.0,,,
2015-10-01,15.149,255.0,255.0,379.851,6399.0,6399.0,,,
2015-11-01,10.14,226.0,226.0,48.86,1090.0,1090.0,,,
2015-12-01,9.423,203.0,203.0,148.577,3201.0,3201.0,,,
2016-01-01,11.604,197.0,197.0,185.396,3151.0,3151.0,,,
2016-02-01,9.575,209.0,209.0,82.425,1797.0,1797.0,,,
2016-03-01,4.532,104.0,104.0,53.468,1232.0,1232.0,,,
2016-04-01,15.697,209.0,209.0,968.303,12880.0,12880.0,,,
2016-05-01,11.259,168.0,168.0,626.741,9363.0,9363.0,,,
2016-06-01,11.293,215.0,215.0,121.707,2313.0,2313.0,,,
2016-07-01,61.021,928.0,928.0,483.979,7360.0,7360.0,,,
2016-08-01,31.244,644.0,644.0,111.756,2303.0,2303.0,,,
2016-09-01,0.0,168.0,168.0,0.0,180.0,180.0,,,
2016-10-01,2.235,168.0,168.0,9.765,735.0,735.0,,,
2016-11-01,19.883,1299.0,1299.0,10.117,661.0,661.0,,,
2016-12-01,11.122,412.0,412.0,32.878,1217.0,1217.0,,,
2017-01-01,5.866,104.0,104.0,299.235,4851.0,4851.0,,,
2017-02-01,6.096,99.0,99.0,265.188,4300.0,4300.0,,,
2017-03-01,9.648,157.0,157.0,312.453,5066.0,5066.0,,,
2017-04-01,6.461,104.0,104.0,308.859,5008.0,5008.0,,,
2017-05-01,9.186,151.0,151.0,352.478,5715.0,5715.0,,,
2017-06-01,6.159,99.0,99.0,451.502,7321.0,7321.0,,,
2017-07-01,7.871,128.0,128.0,553.879,8981.0,8981.0,,,
2017-08-01,10.782,174.0,174.0,528.753,8573.0,8573.0,,,
2017-09-01,4.096,64.0,64.0,389.948,6323.0,6323.0,,,
2017-10-01,6.252,99.0,99.0,344.603,5587.0,5587.0,,,
2017-11-01,5.874,93.0,93.0,286.593,4647.0,4647.0,,,
2017-12-01,5.414,87.0,87.0,374.804,6077.0,6077.0,,,
2018-01-01,56.287,887.0,887.0,596.009,9282.0,9282.0,,,
2018-02-01,87.041,1356.0,1356.0,536.086,8350.0,8350.0,,,
2018-03-01,85.298,1327.0,1327.0,541.992,8442.0,8442.0,,,
2018-04-01,226.654,3530.0,3530.0,503.159,7837.0,7837.0,,,
2018-05-01,225.192,3507.0,3507.0,680.832,10604.0,10604.0,,,
2018-06-01,121.295,1889.0,1889.0,742.55,11566.0,11566.0,,,
2018-07-01,70.492,1095.0,1095.0,923.392,14382.0,14382.0,,,
2018-08-01,81.216,1264.0,1264.0,859.688,13390.0,13390.0,,,
2018-09-01,53.824,840.0,840.0,729.345,11360.0,11360.0,,,
2018-10-01,95.788,1490.0,1490.0,612.762,9544.0,9544.0,,,
2018-11-01,105.452,1640.0,1640.0,528.979,8239.0,8239.0,,,
2018-12-01,75.32,1171.0,1171.0,572.347,8915.0,8915.0,,,
2019-01-01,52.946,701.0,701.0,1191.684,15932.0,15932.0,,,
2019-02-01,94.337,1264.0,1264.0,958.029,12808.0,12808.0,,,
2019-03-01,61.723,823.0,823.0,1029.417,13762.0,13762.0,,,
2019-04-01,146.813,1965.0,1965.0,927.553,12400.0,12400.0,,,
2019-05-01,160.352,2145.0,2145.0,1261.723,16868.0,16868.0,,,
2019-06-01,100.909,1350.0,1350.0,1455.563,19459.0,19459.0,,,
2019-07-01,57.6,771.0,771.0,1674.898,22391.0,22391.0,,,
2019-08-01,56.275,753.0,753.0,1803.212,24107.0,24107.0,,,
2019-09-01,45.632,609.0,609.0,1558.463,20834.0,20834.0,,,
2019-10-01,58.891,788.0,788.0,1208.443,16155.0,16155.0,,,
2019-11-01,152.154,2034.0,2034.0,1096.127,14654.0,14654.0,,,
2019-12-01,35.548,475.0,475.0,1218.708,16292.0,16292.0,,,
2020-01-01,13.092,203.0,203.0,745.354,11667.0,11667.0,,,
2020-02-01,29.134,458.0,458.0,709.142,11102.0,11102.0,,,
2020-03-01,13.03,203.0,203.0,691.031,10819.0,10819.0,,,
2020-04-01,18.756,296.0,296.0,615.296,9633.0,9633.0,,,
2020-05-01,20.697,325.0,325.0,736.622,11532.0,11532.0,,,
2020-06-01,18.095,284.0,284.0,871.257,13640.0,13640.0,,,
2020-07-01,14.843,232.0,232.0,1060.02,16595.0,16595.0,,,
2020-08-01,11.029,174.0,174.0,1025.96,16062.0,16062.0,,,
2020-09-01,19.035,296.0,296.0,846.603,13253.0,13253.0,,,
2020-10-01,13.54,214.0,214.0,732.113,11462.0,11462.0,,,
2020-11-01,12.703,197.0,197.0,573.447,8978.0,8978.0,,,
2020-12-01,15.966,249.0,249.0,630.235,9867.0,9867.0,,,
2021-01-01,14.44,197.0,197.0,28.745,398.0,398.0,,,
2021-02-01,15992.232,221141.0,221141.0,31835.622,440223.0,440223.0,,,
2021-03-01,156.401,2162.0,2162.0,311.347,4305.0,4305.0,,,
2021-04-01,1297.977,17950.0,17950.0,2583.874,35730.0,35730.0,,,
2021-05-01,355.639,4915.0,4915.0,707.968,9790.0,9790.0,,,
2021-06-01,1080.177,14936.0,14936.0,2150.3,29734.0,29734.0,,,
2021-07-01,126.239,1745.0,1745.0,251.304,3475.0,3475.0,,,
2021-08-01,297.401,4115.0,4115.0,592.034,8187.0,8187.0,,,
2021-09-01,679.352,9395.0,9395.0,1352.381,18701.0,18701.0,,,
2021-10-01,893.266,12351.0,12351.0,1778.218,24589.0,24589.0,,,
2021-11-01,167.084,2313.0,2313.0,332.613,4599.0,4599.0,,,
2021-12-01,0.797,12.0,12.0,1.586,22.0,22.0,,,
2022-01-01,2096.475,26884.0,26884.0,247.401,3174.0,3174.0,,,
2022-02-01,963.585,12364.0,12364.0,220.262,2826.0,2826.0,,,
2022-03-01,1352.903,17358.0,17358.0,175.397,2250.0,2250.0,,,
2022-04-01,1025.876,13162.0,13162.0,182.84,2346.0,2346.0,,,
2022-05-01,1741.734,22347.0,22347.0,270.103,3465.0,3465.0,,,
2022-06-01,1477.115,18948.0,18948.0,328.792,4218.0,4218.0,,,
2022-07-01,1367.398,17545.0,17545.0,387.446,4970.0,4970.0,,,
2022-08-01,670.067,8597.0,8597.0,389.463,4997.0,4997.0,,,
2022-09-01,1866.652,23947.0,23947.0,328.294,4212.0,4212.0,,,
2022-10-01,1558.678,19998.0,19998.0,253.727,3255.0,3255.0,,,
2022-11-01,1921.035,24646.0,24646.0,237.812,3051.0,3051.0,,,
2022-12-01,2299.032,29497.0,29497.0,263.913,3385.0,3385.0,,,
2023-01-01,4021.735,36818.0,36818.0,1450.312,13278.0,13278.0,,,
2023-02-01,1843.673,16878.0,16878.0,1367.883,12524.0,12524.0,,,
2023-03-01,3642.716,33356.0,33356.0,1349.996,12361.0,12361.0,,,
2023-04-01,8048.671,73695.0,73695.0,1303.793,11937.0,11937.0,,,
2023-05-01,4578.848,41922.0,41922.0,1861.418,17044.0,17044.0,,,
2023-06-01,3554.096,32544.0,32544.0,2150.271,19689.0,19689.0,,,
2023-07-01,4005.403,36673.0,36673.0,2358.195,21592.0,21592.0,,,
2023-08-01,5238.165,47960.0,47960.0,2595.587,23766.0,23766.0,,,
2023-09-01,5162.613,47270.0,47270.0,2186.616,20020.0,20020.0,,,
2023-10-01,2469.602,22614.0,22614.0,1614.039,14779.0,14779.0,,,
2023-11-01,4131.426,37828.0,37828.0,1496.457,13701.0,13701.0,,,
2023-12-01,5563.369,50941.0,50941.0,1590.116,14559.0,14559.0,,,
2024-01-01,3616.467,42531.0,42531.0,699.55,8228.0,8228.0,,,
2024-02-01,804.115,9454.0,9454.0,482.981,5679.0,5679.0,,,
2024-03-01,829.731,9756.0,9756.0,548.094,6445.0,6445.0,,,
2024-04-01,1136.003,13357.0,13357.0,514.947,6055.0,6055.0,,,
2024-05-01,1611.94,18954.0,18954.0,688.026,8090.0,8090.0,,,
2024-06-01,1280.494,15057.0,15057.0,776.216,9128.0,9128.0,,,
2024-07-01,1119.44,13166.0,13166.0,839.028,9866.0,9866.0,,,
2024-08-01,1045.602,12296.0,12296.0,948.045,11148.0,11148.0,,,
2024-09-01,1078.2,12679.0,12679.0,786.62,9251.0,9251.0,,,
2024-10-01,1054.776,12400.0,12400.0,681.386,8013.0,8013.0,,,
2024-11-01,863.656,10156.0,10156.0,545.88,6419.0,6419.0,,,
2024-12-01,999.208,11751.0,11751.0,585.595,6886.0,6886.0,,,
