measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2006-05-01,26371.0,326026.0,326026.0
2006-06-01,75449.0,978943.0,978943.0
2006-07-01,140572.0,1616893.0,1616893.0
2006-08-01,58848.0,756289.0,756289.0
2006-09-01,56271.0,695010.0,695010.0
2006-10-01,-999.0,5223.0,5223.0
2006-11-01,93789.0,1072172.0,1072172.0
2006-12-01,94039.0,1213425.0,1213425.0
2007-01-01,23001.0,374452.0,374452.0
2007-02-01,3828.0,83152.0,83152.0
2007-03-01,-958.0,0.0,0.0
2007-04-01,60.0,16748.0,16748.0
2007-05-01,11787.0,144609.0,144609.0
2007-06-01,65101.0,796346.0,796346.0
2007-07-01,86206.0,1076705.0,1076705.0
2007-08-01,144897.0,1617060.0,1617060.0
2007-09-01,73238.0,891848.0,891848.0
2007-10-01,145665.0,1537338.0,1537338.0
2007-11-01,47970.0,566451.0,566451.0
2007-12-01,6337.0,105903.0,105903.0
2008-01-01,13606.0,168533.0,168533.0
2008-02-01,-820.0,0.0,0.0
2008-03-01,830.0,27954.0,27954.0
2008-04-01,24078.0,291582.0,291582.0
2008-05-01,54661.0,690513.0,690513.0
2008-06-01,110204.0,1301792.0,1301792.0
2008-07-01,116323.0,1389429.0,1389429.0
2008-08-01,154582.0,1796988.0,1796988.0
2008-09-01,125767.0,1464343.0,1464343.0
2008-10-01,127283.0,1411817.0,1411817.0
2008-11-01,56146.0,684108.0,684108.0
2008-12-01,65784.0,786348.0,786348.0
2009-01-01,45597.0,580708.0,580708.0
2009-02-01,12043.0,165428.0,165428.0
2009-03-01,10521.0,137542.0,137542.0
2009-04-01,39935.0,494817.0,494817.0
2009-05-01,48570.0,645357.0,645357.0
2009-06-01,18981.0,247975.0,247975.0
2009-07-01,66632.0,844582.0,844582.0
2009-08-01,77055.0,895636.0,895636.0
2009-09-01,106823.0,1284798.0,1284798.0
2009-10-01,33019.0,413177.0,413177.0
2009-11-01,11668.0,130348.0,130348.0
2009-12-01,3998.0,62375.0,62375.0
2010-01-01,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-03-01,6831.0,109736.0,109736.0
2010-04-01,12076.0,169442.0,169442.0
2010-05-01,1751.0,38348.0,38348.0
2010-06-01,4543.0,74773.0,74773.0
2010-07-01,49118.0,594503.0,594503.0
2010-08-01,30769.0,338029.0,338029.0
2010-09-01,52206.0,615362.0,615362.0
2010-10-01,27681.0,314192.0,314192.0
2010-11-01,28089.0,337569.0,337569.0
2010-12-01,7590.0,106077.0,106077.0
2011-01-01,627.0,13207.0,13207.0
2011-02-01,6581.0,118224.0,118224.0
2011-03-01,9.0,2102.0,2102.0
2011-04-01,4504.0,42150.0,42150.0
2011-05-01,3310.0,58978.0,58978.0
2011-06-01,5115.0,85276.0,85276.0
2011-07-01,17173.0,280337.0,280337.0
2011-08-01,32210.0,505048.0,505048.0
2011-09-01,10127.0,153207.0,153207.0
2011-10-01,3548.0,46885.0,46885.0
2011-11-01,3584.0,49513.0,49513.0
2011-12-01,0.0,0.0,0.0
2012-01-01,378.0,9445.0,9445.0
2012-02-01,2468.0,34162.0,34162.0
2012-03-01,4820.0,82206.0,82206.0
2012-04-01,355.0,9337.0,9337.0
2012-05-01,410.0,9993.0,9993.0
2012-06-01,7510.0,138536.0,138536.0
2012-07-01,25667.0,316174.0,316174.0
2012-08-01,95954.0,1099814.0,1099814.0
2012-09-01,56174.0,722164.0,722164.0
2012-10-01,46173.0,595389.0,595389.0
2012-11-01,6677.0,98436.0,98436.0
2012-12-01,6319.0,96904.0,96904.0
2013-01-01,12981.0,207690.0,207690.0
2013-02-01,6652.0,135731.0,135731.0
2013-03-01,1600.0,31805.0,31805.0
2013-04-01,957.0,27295.0,27295.0
2013-05-01,25279.0,316446.0,316446.0
2013-06-01,45154.0,627949.0,627949.0
2013-07-01,30364.0,449853.0,449853.0
2013-08-01,30934.0,406900.0,406900.0
2013-09-01,33261.0,377409.0,377409.0
2013-10-01,14269.0,199412.0,199412.0
2013-11-01,41321.0,532926.0,532926.0
2013-12-01,14484.0,219525.0,219525.0
2014-01-01,13422.0,213396.0,213396.0
2014-02-01,13062.0,181956.0,181956.0
2014-03-01,14384.0,227492.0,227492.0
2014-04-01,15868.0,183769.0,183769.0
2014-05-01,22756.0,272542.0,272542.0
2014-06-01,8294.0,103394.0,103394.0
2014-07-01,22175.0,308338.0,308338.0
2014-08-01,9998.0,119385.0,119385.0
2014-09-01,36284.0,412174.0,412174.0
2014-10-01,23895.0,295773.0,295773.0
2014-11-01,17742.0,244420.0,244420.0
2014-12-01,14745.0,183803.0,183803.0
2015-01-01,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0
2015-03-01,0.0,0.0,0.0
2015-04-01,1960.0,23081.0,23081.0
2015-05-01,571.0,11478.0,11478.0
2015-06-01,37830.0,438239.0,438239.0
2015-07-01,32238.0,405135.0,405135.0
2015-08-01,20900.0,298233.0,298233.0
2015-09-01,23751.0,309835.0,309835.0
2015-10-01,19654.0,259470.0,259470.0
2015-11-01,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0
2016-01-01,1134.0,24928.0,24928.0
2016-02-01,0.0,0.0,0.0
2016-03-01,648.0,10791.0,10791.0
2016-04-01,2381.0,26412.0,26412.0
2016-05-01,4.0,3685.0,3685.0
2016-06-01,25023.0,299571.0,299571.0
2016-07-01,38367.0,419140.0,419140.0
2016-08-01,28559.0,324753.0,324753.0
2016-09-01,20952.0,248866.0,248866.0
2016-10-01,24475.0,330857.0,330857.0
2016-11-01,12768.0,190763.0,190763.0
2016-12-01,2053.0,39517.0,39517.0
2017-01-01,237.0,6932.0,6932.0
2017-02-01,3347.0,68564.0,68564.0
2017-03-01,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0
2017-05-01,8269.0,125183.0,125183.0
2017-06-01,26211.0,345804.0,345804.0
2017-07-01,12632.0,159650.0,159650.0
2017-08-01,40993.0,421317.0,421317.0
2017-09-01,19102.0,238772.0,238772.0
2017-10-01,17991.0,219178.0,219178.0
2017-11-01,3387.0,67999.0,67999.0
2017-12-01,784.0,19925.0,19925.0
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
