measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2004-01-01,-227.5,6005.0,6005.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-02-01,308.5,9316.0,9316.0,0.0,0.0,0.0,0.0,0.0,0.0
2004-03-01,148.5,6151.5,6151.5,0.0,0.0,0.0,0.0,0.0,0.0
2004-04-01,5117.5,77114.5,77114.5,0.0,0.0,0.0,0.0,0.0,0.0
2004-05-01,6035.0,91567.0,91567.0,1742.0,26306.5,26306.5,0.0,0.0,0.0
2004-06-01,105.0,2120.5,2120.5,2781.5,45020.0,45020.0,0.0,0.0,0.0
2004-07-01,328.5,5978.5,5978.5,2381.5,40047.5,40047.5,0.0,0.0,0.0
2004-08-01,296.0,5393.5,5393.5,1334.0,22609.5,22609.5,0.0,0.0,0.0
2004-09-01,0.0,0.0,0.0,334.5,6596.5,6596.5,0.0,0.0,0.0
2004-10-01,-61.5,20.5,20.5,0.0,0.0,0.0,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0,1119.5,15219.5,15219.5,0.0,0.0,0.0
2004-12-01,1183.5,16953.0,16953.0,3851.0,55160.0,55160.0,0.0,0.0,0.0
2005-01-01,282.0,9857.25,9857.25,0.0,0.0,0.0,,,
2005-02-01,120.0,5036.85,5036.85,77.0,3218.75,3218.75,,,
2005-03-01,0.0,0.0,0.0,595.0,14431.33,14431.33,,,
2005-04-01,0.0,0.0,0.0,2600.0,42644.06,42644.06,,,
2005-05-01,-152.0,0.0,0.0,0.0,0.0,0.0,,,
2005-06-01,0.0,0.0,0.0,698.0,7313.0,7313.0,,,
2005-07-01,0.0,0.0,0.0,2116.0,36710.23,36710.23,,,
2005-08-01,0.0,0.0,0.0,3008.0,51131.26,51131.26,,,
2005-09-01,-111.0,0.0,0.0,0.0,0.0,0.0,,,
2005-10-01,-173.0,0.0,0.0,0.0,0.0,0.0,,,
2005-11-01,258.0,4235.4,4235.4,521.0,8553.05,8553.05,,,
2005-12-01,200.0,7447.05,7447.05,0.0,0.0,0.0,,,
2006-01-01,-177.0,0.0,0.0,0.0,0.0,0.0,,,
2006-02-01,-161.0,0.0,0.0,0.0,0.0,0.0,,,
2006-03-01,-165.0,0.0,0.0,0.0,0.0,0.0,,,
2006-04-01,-146.0,0.0,0.0,0.0,0.0,0.0,,,
2006-05-01,0.0,0.0,0.0,155.0,5083.0,5083.0,,,
2006-06-01,70.0,1286.0,1286.0,3248.0,59499.0,59499.0,,,
2006-07-01,0.0,0.0,0.0,8652.0,150427.0,150427.0,,,
2006-08-01,0.0,0.0,0.0,8528.0,141885.0,141885.0,,,
2006-09-01,-110.0,0.0,0.0,0.0,0.0,0.0,,,
2006-10-01,-125.0,40.0,40.0,0.0,0.0,0.0,,,
2006-11-01,-129.0,0.0,0.0,0.0,0.0,0.0,,,
2006-12-01,0.0,0.0,0.0,61.0,4704.0,4704.0,,,
2007-01-01,-106.5,43.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-02-01,-56.25,0.0,0.0,-56.25,0.0,0.0,0.0,0.0,0.0
2007-03-01,46.9765,1980.0,1980.0,11.5235,485.5,485.5,0.0,0.0,0.0
2007-04-01,-57.0,0.0,0.0,-57.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,-28.75,0.0,0.0,-28.75,0.0,0.0,0.0,0.0,0.0
2007-06-01,1207.0,19764.5,19764.5,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,912.5,15645.0,15645.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,1012.9265,18250.5,18250.5,276.0735,4974.0,4974.0,0.0,0.0,0.0
2007-09-01,1307.5,21162.0,21162.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-10-01,69.626,1263.0,1263.0,486.874,8830.5,8830.5,0.0,0.0,0.0
2007-11-01,3.2995,50.0,50.0,2495.7005,37988.5,37988.5,0.0,0.0,0.0
2007-12-01,342.389,5678.5,5678.5,703.111,11661.0,11661.0,0.0,0.0,0.0
2008-01-01,6832.0,102521.0,102521.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,12951.592,186153.0,186153.0,300.408,4318.0,4318.0,0.0,0.0,0.0
2008-03-01,3471.0,51715.0,51715.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,1472.0,21887.0,21887.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,454.0,8892.0,8892.0,0.0,0.0,0.0
2008-06-01,495.29200000000003,8279.0,8279.0,3032.708,50690.0,50690.0,0.0,0.0,0.0
2008-07-01,1.722,29.0,29.0,3365.2780000000002,56677.0,56677.0,0.0,0.0,0.0
2008-08-01,-155.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2008-09-01,151.317,3043.0,3043.0,448.68300000000005,9024.0,9024.0,0.0,0.0,0.0
2008-10-01,-0.026000000000000002,17.0,17.0,-4.974,3370.0,3370.0,0.0,0.0,0.0
2008-11-01,-79.0,0.0,0.0,-79.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,465.0,10086.0,10086.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-01,324.0,9380.0,9380.0,0.0,0.0,0.0,,,
2009-02-01,609.0,11596.0,11596.0,0.0,0.0,0.0,,,
2009-03-01,76.0,4034.0,4034.0,0.0,0.0,0.0,,,
2009-04-01,-79.0,0.0,0.0,-79.0,0.0,0.0,,,
2009-05-01,-55.5,0.0,0.0,-55.5,0.0,0.0,,,
2009-06-01,-60.5,0.0,0.0,-60.5,0.0,0.0,,,
2009-07-01,-56.0,0.0,0.0,-56.0,0.0,0.0,,,
2009-08-01,0.0,0.0,0.0,360.0,9485.0,9485.0,,,
2009-09-01,-77.0,12.0,12.0,0.0,0.0,0.0,,,
2009-10-01,-49.0,0.0,0.0,-49.0,0.0,0.0,,,
2009-11-01,0.0,1388.0,1388.0,0.0,0.0,0.0,,,
2009-12-01,720.8240000000001,11922.0,11922.0,360.17600000000004,5957.0,5957.0,,,
2010-01-01,263.0,8972.0,8972.0,0.0,0.0,0.0,,,
2010-02-01,-252.627,0.0,0.0,-86.373,0.0,0.0,,,
2010-03-01,-152.769,0.0,0.0,-52.231,0.0,0.0,,,
2010-04-01,0.0,0.0,0.0,3.0,2219.0,2219.0,,,
2010-05-01,-88.68,0.0,0.0,-30.32,0.0,0.0,,,
2010-06-01,681.0,13975.0,13975.0,0.0,0.0,0.0,,,
2010-07-01,636.86,11112.0,11112.0,2811.14,49049.0,49049.0,,,
2010-08-01,-96.878,0.0,0.0,-33.122,0.0,0.0,,,
2010-09-01,-93.152,0.0,0.0,-31.848000000000003,0.0,0.0,,,
2010-10-01,-90.91600000000001,0.0,0.0,-31.084000000000003,0.0,0.0,,,
2010-11-01,523.955,8296.0,8296.0,652.0450000000001,10324.0,10324.0,,,
2010-12-01,677.0,11660.0,11660.0,0.0,0.0,0.0,,,
2011-01-01,1000.0,16363.0,16363.0,0.0,0.0,0.0,,,
2011-02-01,-92.085,0.0,0.0,-94.915,0.0,0.0,,,
2011-03-01,-83.221,0.0,0.0,-85.779,0.0,0.0,,,
2011-04-01,-65.493,0.0,0.0,-67.507,0.0,0.0,,,
2011-05-01,112.032,2042.0,2042.0,820.968,14967.0,14967.0,,,
2011-06-01,270.906,4872.0,4872.0,1025.094,18436.0,18436.0,,,
2011-07-01,1055.814,19577.0,19577.0,765.186,14188.0,14188.0,,,
2011-08-01,0.0,0.0,0.0,202.0,6122.0,6122.0,,,
2011-09-01,-31.516,0.0,0.0,-32.484,0.0,0.0,,,
2011-10-01,-14.773,0.0,0.0,-15.227,0.0,0.0,,,
2011-11-01,-14.281,0.0,0.0,-14.719,0.0,0.0,,,
2011-12-01,0.0,0.0,0.0,84.0,3761.0,3761.0,,,
2012-01-01,-89.389,0.0,0.0,-107.611,0.0,0.0,,,
2012-02-01,304.0,6693.0,6693.0,0.0,0.0,0.0,,,
2012-03-01,593.0,10121.0,10121.0,0.0,0.0,0.0,,,
2012-04-01,-34.031,0.0,0.0,-40.969,0.0,0.0,,,
2012-05-01,0.0,0.0,0.0,385.0,8314.0,8314.0,,,
2012-06-01,-57.626,0.0,0.0,-69.374,0.0,0.0,,,
2012-07-01,0.0,0.0,0.0,3441.0,57812.0,57812.0,,,
2012-08-01,0.875,23.0,23.0,271.125,7174.0,7174.0,,,
2012-09-01,-43.56,0.0,0.0,-52.44,0.0,0.0,,,
2012-10-01,-48.551,0.0,0.0,-58.449,0.0,0.0,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-03-01,-65.0,75.0,75.0,0.0,0.0,0.0,,,
2014-04-01,-84.0,301.0,301.0,0.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2014-06-01,-74.0,737.0,737.0,0.0,0.0,0.0,,,
2014-07-01,34.602,3266.0,3266.0,3.398,321.0,321.0,,,
2014-08-01,144.343,4903.0,4903.0,29.657,1007.0,1007.0,,,
2014-09-01,80.672,2148.0,2148.0,161.328,4295.0,4295.0,,,
2014-10-01,0.28,23.0,23.0,19.72,1633.0,1633.0,,,
2014-11-01,5.167,174.0,174.0,80.833,2717.0,2717.0,,,
2014-12-01,1230.024,19926.0,19926.0,105.976,1717.0,1717.0,,,
2015-01-01,-111.218,0.0,0.0,-40.782,0.0,0.0,,,
2015-02-01,-165.0,417.0,417.0,0.0,0.0,0.0,,,
2015-03-01,858.0,14339.0,14339.0,0.0,0.0,0.0,,,
2015-04-01,1454.0,24140.0,24140.0,0.0,0.0,0.0,,,
2015-05-01,810.535,14652.0,14652.0,347.465,6281.0,6281.0,,,
2015-06-01,551.428,10935.0,10935.0,237.572,4711.0,4711.0,,,
2015-07-01,0.0,0.0,0.0,-40.0,1466.0,1466.0,,,
2015-08-01,1422.678,24806.0,24806.0,1118.322,19499.0,19499.0,,,
2015-09-01,806.0,14733.0,14733.0,0.0,0.0,0.0,,,
2015-10-01,759.778,12852.0,12852.0,560.222,9476.0,9476.0,,,
2015-11-01,-44.221,185.0,185.0,-51.779,217.0,217.0,,,
2015-12-01,-169.0,284.0,284.0,0.0,0.0,0.0,,,
2016-01-01,109.0,4996.0,4996.0,0.0,0.0,0.0,,,
2016-02-01,-233.0,289.0,289.0,0.0,0.0,0.0,,,
2016-03-01,-177.0,93.0,93.0,0.0,0.0,0.0,,,
2016-04-01,-103.494,0.0,0.0,-35.506,0.0,0.0,,,
2016-05-01,0.0,0.0,0.0,291.0,7589.0,7589.0,,,
2016-06-01,4.054,121.0,121.0,191.946,5747.0,5747.0,,,
2016-07-01,0.0,0.0,0.0,108.0,5495.0,5495.0,,,
2016-08-01,0.0,0.0,0.0,3526.0,64759.0,64759.0,,,
2016-09-01,-116.151,0.0,0.0,-39.849,0.0,0.0,,,
2016-10-01,0.0,0.0,0.0,157.0,5084.0,5084.0,,,
2016-11-01,-129.553,0.0,0.0,-44.447,0.0,0.0,,,
2016-12-01,228.0,7287.0,7287.0,0.0,0.0,0.0,,,
2017-01-01,-20.358,690.0,690.0,-33.399,1133.0,1133.0,,,
2017-02-01,-15.949,539.0,539.0,-28.338,960.0,960.0,,,
2017-03-01,-22.034,748.0,748.0,-41.751,1414.0,1414.0,,,
2017-04-01,-16.726,568.0,568.0,-30.706,1040.0,1040.0,,,
2017-05-01,-20.025,679.0,679.0,-34.029,1153.0,1153.0,,,
2017-06-01,-21.375,725.0,725.0,-43.479,1473.0,1473.0,,,
2017-07-01,-17.159,580.0,580.0,-50.274,1704.0,1704.0,,,
2017-08-01,-21.479,725.0,725.0,-44.771,1517.0,1517.0,,,
2017-09-01,-16.438,557.0,557.0,-39.708,1345.0,1345.0,,,
2017-10-01,-14.138,481.0,481.0,-35.606,1206.0,1206.0,,,
2017-11-01,-22.985,777.0,777.0,-27.112,919.0,919.0,,,
2017-12-01,-83.539,2830.0,2830.0,-33.622,1139.0,1139.0,,,
2018-01-01,1004.036,33778.0,33778.0,23.039,775.0,775.0,,,
2018-02-01,10.372,347.0,347.0,31.442,1058.0,1058.0,,,
2018-03-01,18.064,607.0,607.0,37.259,1253.0,1253.0,,,
2018-04-01,11.212,376.0,376.0,34.671,1166.0,1166.0,,,
2018-05-01,115.305,3878.0,3878.0,34.117,1147.0,1147.0,,,
2018-06-01,11.006,370.0,370.0,38.755,1304.0,1304.0,,,
2018-07-01,14.114,474.0,474.0,57.266,1926.0,1926.0,,,
2018-08-01,13.076,439.0,439.0,56.42,1898.0,1898.0,,,
2018-09-01,10.843,364.0,364.0,48.14,1619.0,1619.0,,,
2018-10-01,11.75,393.0,393.0,38.783,1305.0,1305.0,,,
2018-11-01,18.344,618.0,618.0,32.931,1108.0,1108.0,,,
2018-12-01,17.964,607.0,607.0,36.091,1214.0,1214.0,,,
2019-01-01,-121.236,2799.0,2799.0,-50.548,1168.0,1168.0,,,
2019-02-01,-28.349,656.0,656.0,-50.146,1157.0,1157.0,,,
2019-03-01,-3.94,91.0,91.0,-47.748,1101.0,1101.0,,,
2019-04-01,-1.743,40.0,40.0,-55.424,1279.0,1279.0,,,
2019-05-01,-4.096,97.0,97.0,-48.86,1127.0,1127.0,,,
2019-06-01,-7.184,165.0,165.0,-60.257,1390.0,1390.0,,,
2019-07-01,-3.182,74.0,74.0,-80.667,1861.0,1861.0,,,
2019-08-01,-6.225,143.0,143.0,-75.577,1743.0,1743.0,,,
2019-09-01,-5.255,120.0,120.0,-60.084,1386.0,1386.0,,,
2019-10-01,-7.947,182.0,182.0,-58.594,1352.0,1352.0,,,
2019-11-01,-7.435,171.0,171.0,-57.006,1315.0,1315.0,,,
2019-12-01,-18.127,416.0,416.0,-56.37,1300.0,1300.0,,,
2020-01-01,-68.369,1346.0,1346.0,-29.318,577.0,577.0,,,
2020-02-01,-52.505,1032.0,1032.0,-25.706,507.0,507.0,,,
2020-03-01,-72.964,1437.0,1437.0,-26.087,514.0,514.0,,,
2020-04-01,-53.389,1055.0,1055.0,-23.713,468.0,468.0,,,
2020-05-01,-67.365,1329.0,1329.0,-20.035,395.0,395.0,,,
2020-06-01,-49.761,981.0,981.0,-33.297,657.0,657.0,,,
2020-07-01,-69.812,1374.0,1374.0,-50.775,1001.0,1001.0,,,
2020-08-01,-61.871,1220.0,1220.0,-44.474,877.0,877.0,,,
2020-09-01,-57.264,1129.0,1129.0,-28.126,554.0,554.0,,,
2020-10-01,-45.032,890.0,890.0,-31.023,612.0,612.0,,,
2020-11-01,-54.059,1066.0,1066.0,-27.25,538.0,538.0,,,
2020-12-01,-63.013,1243.0,1243.0,-19.792,391.0,391.0,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2021-06-01,-37.953,901.0,901.0,-79.224,1876.0,1876.0,,,
2021-07-01,-47.888,1135.0,1135.0,-99.961,2366.0,2366.0,,,
2021-08-01,-92.291,2184.0,2184.0,-192.649,4561.0,4561.0,,,
2021-09-01,-1.577,40.0,40.0,-3.291,78.0,78.0,,,
2021-10-01,-76.816,1819.0,1819.0,-160.347,3796.0,3796.0,,,
2021-11-01,-48.723,1152.0,1152.0,-101.705,2408.0,2408.0,,,
2021-12-01,-47.152,1118.0,1118.0,-98.425,2330.0,2330.0,,,
2022-01-01,311.073,14467.0,14467.0,102.368,4761.0,4761.0,,,
2022-02-01,43.133,2005.0,2005.0,14.194,660.0,660.0,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-04-01,19.609,913.0,913.0,6.453,300.0,300.0,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-06-01,78.144,3635.0,3635.0,25.716,1196.0,1196.0,,,
2022-07-01,51.336,2385.0,2385.0,16.894,785.0,785.0,,,
2022-08-01,670.451,31177.0,31177.0,220.631,10260.0,10260.0,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2022-11-01,1.798,86.0,86.0,0.592,28.0,28.0,,,
2022-12-01,205.863,9575.0,9575.0,67.745,3151.0,3151.0,,,
2023-01-01,-259.137,2434.0,2434.0,-121.884,1145.0,1145.0,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-06-01,-587.943,5523.0,5523.0,-276.536,2598.0,2598.0,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-08-01,-274.121,2576.0,2576.0,-128.931,1211.0,1211.0,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2023-12-01,-70.356,661.0,661.0,-33.092,310.0,310.0,,,
2024-01-01,-503.152,0.0,0.0,-236.655,0.0,0.0,,,
2024-02-01,-349.075,0.0,0.0,-164.186,0.0,0.0,,,
2024-03-01,-661.023,0.0,0.0,-310.909,0.0,0.0,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
