measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2008-07-01,847.995,3737.0,47659.0,,,
2008-08-01,803.9720000000001,3543.0,45205.0,,,
2008-09-01,731.96,3225.0,41160.0,,,
2008-10-01,707.5310000000001,3118.0,39776.0,,,
2008-11-01,766.46,3377.0,43091.0,,,
2008-12-01,805.5250000000001,3549.0,45284.0,,,
2009-01-01,853.1320000000001,3875.0,50692.0,,,
2009-02-01,697.9060000000001,3170.0,41449.0,,,
2009-03-01,705.793,3206.0,41921.0,,,
2009-04-01,742.481,3373.0,44094.0,,,
2009-05-01,628.47,2855.0,37338.0,,,
2009-06-01,809.849,3679.0,48100.0,,,
2009-07-01,876.798,3983.0,52080.0,,,
2009-08-01,818.277,3717.0,48598.0,,,
2009-09-01,728.456,3309.0,43256.0,,,
2009-10-01,727.375,3304.0,43204.0,,,
2009-11-01,717.932,3261.0,42628.0,,,
2009-12-01,828.991,3766.0,49226.0,,,
2010-01-01,892.255,4053.0,49621.0,,,
2010-02-01,801.075,3639.0,44569.0,,,
2010-03-01,805.1890000000001,3658.0,44780.0,,,
2010-04-01,738.489,3355.0,41070.0,,,
2010-05-01,741.346,3368.0,41228.0,,,
2010-06-01,876.2030000000001,3980.0,48752.0,,,
2010-07-01,962.811,4374.0,53567.0,,,
2010-08-01,981.287,4458.0,54593.0,,,
2010-09-01,830.399,3772.0,46200.0,,,
2010-10-01,813.118,3694.0,45227.0,,,
2010-11-01,757.831,3443.0,42149.0,,,
2010-12-01,744.437,3382.0,41412.0,,,
2011-01-01,700.437,3182.0,43507.0,,,
2011-02-01,592.219,2690.0,36769.0,,,
2011-03-01,624.198,2836.0,38769.0,,,
2011-04-01,615.949,2798.0,38243.0,,,
2011-05-01,640.28,2909.0,39770.0,,,
2011-06-01,742.595,3373.0,46113.0,,,
2011-07-01,797.403,3622.0,49534.0,,,
2011-08-01,766.528,3482.0,47613.0,,,
2011-09-01,693.903,3152.0,43086.0,,,
2011-10-01,635.653,2888.0,39480.0,,,
2011-11-01,581.866,2643.0,36137.0,,,
2011-12-01,603.709,2742.0,37506.0,,,
2012-01-01,213.97,972.0,14204.0,,,
2012-02-01,194.966,886.0,12950.0,,,
2012-03-01,193.693,880.0,12869.0,,,
2012-04-01,185.275,842.0,12309.0,,,
2012-05-01,215.453,979.0,14311.0,,,
2012-06-01,225.504,1024.0,14979.0,,,
2012-07-01,277.465,1260.0,18423.0,,,
2012-08-01,274.264,1246.0,18209.0,,,
2012-09-01,220.029,1000.0,14605.0,,,
2012-10-01,208.444,947.0,13831.0,,,
2012-11-01,226.958,1031.0,15059.0,,,
2012-12-01,236.329,1074.0,15700.0,,,
2013-01-01,0.024,0.0,10580.0,0.047,0.0,19995.0
2013-02-01,0.024,0.0,10256.0,0.04,0.0,17233.0
2013-03-01,0.022,0.0,9447.0,0.065,0.0,27909.0
2013-04-01,0.019,0.0,8043.0,0.067,0.0,28801.0
2013-05-01,0.021,0.0,9150.0,0.082,0.0,35529.0
2013-06-01,0.024,0.0,10553.0,0.059,0.0,25567.0
2013-07-01,0.027,0.0,11525.0,0.084,0.0,36438.0
2013-08-01,0.027,0.0,11525.0,0.074,0.0,32078.0
2013-09-01,0.024,0.0,10256.0,0.045,0.0,19254.0
2013-10-01,0.023,0.0,9851.0,0.049,0.0,21329.0
2013-11-01,0.023,0.0,10040.0,0.048,0.0,20769.0
2013-12-01,0.025,0.0,10877.0,0.057,0.0,24444.0
